,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-7.546875,-11.1640625,-11.171875,-12.015625,-12.2734375,-12.296875
1,-8.40625,-12.0703125,-11.625,-11.671875,-10.984375,-9.6640625
2,-7.65625,-13.6484375,-12.1953125,-12.71875,-13.0390625,-13.4140625
3,-7.6875,-13.28125,-11.2890625,-11.0078125,-11.1875,-12.2265625
4,-8.40625,-12.6640625,-10.3046875,-10.3984375,-11.6640625,-12.2578125
5,-9.0625,-13.0703125,-15.0703125,-14.625,-14.0390625,-14.3203125
6,-8.4765625,-11.8203125,-13.625,-13.6796875,-13.6328125,-13.4296875
7,-8.7265625,-13.140625,-12.6640625,-12.3125,-12.890625,-13.4453125
8,-8.21875,-12.859375,-11.828125,-11.2265625,-11.171875,-12.296875
9,-7.671875,-11.921875,-11.5703125,-11.6171875,-11.7890625,-11.734375
10,-9.890625,-12.5,-11.2578125,-10.9140625,-10.3203125,-11.4140625
11,-6.88671875,-12.0390625,-8.3828125,-9.2265625,-10.8359375,-10.0078125
12,-13.765625,-12.5234375,-11.90625,-12.3046875,-12.359375,-11.796875
13,-9.03125,-13.1484375,-11.4140625,-11.046875,-11.9921875,-11.90625
14,-9.09375,-12.3359375,-12.25,-11.90625,-11.796875,-12.421875
15,-8.3984375,-12.3828125,-9.9375,-9.625,-8.796875,-9.046875
16,-9.90625,-12.8359375,-11.8984375,-12.0703125,-11.5,-12.8359375
17,-7.94140625,-12.0859375,-11.6015625,-11.7734375,-11.6640625,-11.765625
18,-8.078125,-11.4609375,-8.4921875,-9.1015625,-8.328125,-8.7421875
19,-9.546875,-12.59375,-11.28125,-10.8515625,-10.96875,-11.671875
