,agent0_panda,agent0_sea turtle,agent0_koala,agent0_peacock,agent0_lion,agent0_dolphin,agent0_octopus,agent0_snow leopard,agent0_quokka,agent0_sea otter,agent0_honeybee,agent0_elephant,agent0_kangaroo,agent0_penguin,agent0_giraffe,agent0_orangutan,agent0_chimpanzee,agent1_panda,agent1_sea turtle,agent1_koala,agent1_peacock,agent1_lion,agent1_dolphin,agent1_octopus,agent1_snow leopard,agent1_quokka,agent1_sea otter,agent1_honeybee,agent1_elephant,agent1_kangaroo,agent1_penguin,agent1_giraffe,agent1_orangutan,agent1_chimpanzee,agent2_panda,agent2_sea turtle,agent2_koala,agent2_peacock,agent2_lion,agent2_dolphin,agent2_octopus,agent2_snow leopard,agent2_quokka,agent2_sea otter,agent2_honeybee,agent2_elephant,agent2_kangaroo,agent2_penguin,agent2_giraffe,agent2_orangutan,agent2_chimpanzee,agent3_panda,agent3_sea turtle,agent3_koala,agent3_peacock,agent3_lion,agent3_dolphin,agent3_octopus,agent3_snow leopard,agent3_quokka,agent3_sea otter,agent3_honeybee,agent3_elephant,agent3_kangaroo,agent3_penguin,agent3_giraffe,agent3_orangutan,agent3_chimpanzee,agent4_panda,agent4_sea turtle,agent4_koala,agent4_peacock,agent4_lion,agent4_dolphin,agent4_octopus,agent4_snow leopard,agent4_quokka,agent4_sea otter,agent4_honeybee,agent4_elephant,agent4_kangaroo,agent4_penguin,agent4_giraffe,agent4_orangutan,agent4_chimpanzee,agent5_panda,agent5_sea turtle,agent5_koala,agent5_peacock,agent5_lion,agent5_dolphin,agent5_octopus,agent5_snow leopard,agent5_quokka,agent5_sea otter,agent5_honeybee,agent5_elephant,agent5_kangaroo,agent5_penguin,agent5_giraffe,agent5_orangutan,agent5_chimpanzee
0,-8.49781322479248,-9.653846740722656,-8.783957481384277,-6.469149589538574,-4.886849403381348,-5.193774223327637,-6.357820510864258,-8.137689590454102,-10.199803352355955,-9.381243705749512,-10.21712875366211,-5.158446311950684,-8.63166618347168,-8.847333908081055,-6.110563278198242,-9.363372802734377,-6.630777835845947,-10.522743225097656,-11.575149536132812,-10.733404159545898,-11.278120040893556,-12.691164016723633,-4.342581748962402,-0.14944788813591,-10.030231475830078,-6.971802234649658,-7.605179786682129,-9.150525093078612,-7.781944274902344,-13.626900672912598,-14.079915046691896,-11.168172836303713,-9.07065200805664,-9.984813690185549,-11.107934951782228,-11.715309143066406,-12.110135078430176,-12.574134826660156,-13.434419631958008,-4.539304733276367,-0.1175198405981063,-11.188199043273926,-8.030094146728516,-7.895085334777832,-9.250555992126465,-7.729966163635254,-14.313132286071776,-14.01743507385254,-11.637510299682615,-9.26646327972412,-9.66860580444336,-9.273842811584473,-9.929372787475586,-9.997966766357422,-11.933125495910645,-11.21092414855957,-3.3980698585510254,-0.1882857084274292,-10.163321495056152,-8.340263366699219,-7.041013240814209,-7.642581462860107,-5.830392360687256,-12.21866226196289,-10.59291172027588,-9.842833518981934,-8.470999717712402,-7.745486736297607,-9.221630096435549,-10.727846145629885,-10.561023712158203,-11.64577579498291,-11.269185066223145,-3.443865776062012,-0.1994885206222534,-9.813616752624512,-7.191654205322266,-6.705142974853516,-8.137872695922852,-6.101364135742188,-11.949335098266602,-11.432153701782228,-9.465869903564451,-8.439041137695312,-7.596462726593018,-9.980286598205566,-10.336345672607422,-11.168790817260742,-12.524778366088867,-12.128528594970703,-3.684624195098877,-0.1829416155815124,-10.10962963104248,-8.138954162597656,-6.561026573181152,-8.366305351257324,-6.158593654632568,-13.06604290008545,-12.160263061523438,-10.20987319946289,-8.620201110839844,-8.31030559539795
1,-7.841451644897461,-9.32933235168457,-9.226101875305176,-7.072822570800781,-4.914183616638184,-4.961215019226074,-6.011623382568359,-8.878079414367676,-10.892260551452637,-8.790166854858398,-10.419312477111816,-4.626911163330078,-8.598352432250977,-7.617540836334228,-5.8848371505737305,-9.09009838104248,-6.635968208312988,-9.601062774658203,-12.17087745666504,-10.279236793518066,-12.017325401306152,-11.56210231781006,-3.419461488723755,-0.3316098749637604,-10.543280601501465,-7.1766438484191895,-6.684577941894531,-8.055801391601562,-6.523853302001953,-11.802590370178224,-11.055848121643066,-9.726985931396484,-8.23376750946045,-7.314654350280762,-8.886154174804688,-12.258639335632324,-10.314919471740724,-12.21599292755127,-10.695331573486328,-2.760441541671753,-0.3428004086017608,-10.586759567260742,-7.83779764175415,-6.573196887969971,-7.860847473144531,-5.646081447601318,-11.716544151306152,-10.486159324645996,-9.456250190734863,-7.975769996643066,-6.756605625152588,-9.637200355529783,-12.20131492614746,-10.74608325958252,-12.328651428222656,-11.536494255065918,-3.3950889110565186,-0.238746240735054,-10.66356086730957,-7.303122043609619,-6.625623226165772,-7.7720627784729,-6.62233829498291,-12.379697799682615,-11.823792457580566,-9.955126762390137,-8.098313331604004,-7.205558776855469,-9.185365676879885,-11.317224502563477,-9.642125129699709,-11.567204475402832,-10.598373413085938,-3.766665935516357,-0.3696933090686798,-10.070348739624023,-7.03903341293335,-6.534043312072754,-7.079662322998047,-6.370543956756592,-11.295193672180176,-11.322617530822754,-9.11891269683838,-7.918184757232666,-6.7266716957092285,-10.133515357971191,-11.970869064331056,-11.154459953308104,-12.00800323486328,-11.349018096923828,-3.995984077453613,-0.2245493084192276,-10.649371147155762,-7.501679420471191,-6.282963752746582,-7.5163726806640625,-6.332322120666504,-12.505051612854004,-12.434138298034668,-9.602822303771973,-8.111422538757324,-7.198102474212647
2,-7.353470325469971,-8.89444637298584,-7.402575016021728,-6.2212419509887695,-4.312018871307373,-4.066164493560791,-4.747224807739258,-7.269240379333496,-8.897815704345703,-8.345172882080078,-8.975495338439941,-4.192697048187256,-7.570133209228516,-7.203915119171143,-5.4579901695251465,-8.490713119506836,-5.85084867477417,-7.552292346954346,-10.54942512512207,-7.634003162384033,-9.700811386108398,-9.085219383239746,-2.670142650604248,-0.611342191696167,-8.268715858459473,-5.478593826293945,-5.84776782989502,-6.166943073272705,-5.202414989471436,-9.024768829345703,-8.919618606567383,-7.538782596588135,-7.349226951599121,-6.708576202392578,-10.831711769104004,-12.10649871826172,-11.644892692565918,-12.91707992553711,-11.280370712280272,-4.216689109802246,-0.1635074615478515,-11.749567031860352,-7.320627212524414,-7.063671588897705,-7.703280925750732,-6.887046813964844,-12.576552391052246,-12.534611701965332,-10.05442714691162,-8.659950256347656,-7.082262992858887,-9.430620193481444,-11.697768211364746,-10.170984268188477,-12.422445297241213,-10.470826148986816,-3.869694471359253,-0.2182166129350662,-10.022592544555664,-7.204286575317383,-6.554146766662598,-7.206909656524658,-6.239791870117188,-11.724178314208984,-11.647083282470703,-9.283106803894045,-7.660699844360352,-6.758705139160156,-7.912192821502685,-10.214296340942385,-7.723172664642334,-11.630644798278809,-8.482953071594238,-3.5288960933685303,-0.6440876126289368,-8.90169906616211,-7.4263434410095215,-6.76545000076294,-6.316169738769531,-5.766743183135986,-10.281035423278809,-9.470274925231934,-7.9032158851623535,-7.296218395233154,-6.172131061553955,-9.313653945922852,-11.406837463378906,-10.784809112548828,-13.675268173217772,-10.157500267028809,-3.520461320877075,-0.1742261946201324,-10.4149169921875,-8.235664367675781,-6.301330089569092,-8.277300834655762,-6.329864501953125,-12.531157493591309,-12.206331253051758,-9.52387237548828,-7.394159317016602,-6.927095413208008
3,-7.609306335449219,-9.41118621826172,-7.580648422241211,-5.884307384490967,-3.6028261184692383,-4.045114517211914,-4.845486164093018,-7.530343055725098,-9.070231437683104,-8.80664348602295,-9.149438858032228,-4.023455619812012,-7.5787177085876465,-7.432078838348389,-5.650071620941162,-8.47823715209961,-5.732351303100586,-8.643505096435547,-11.743328094482422,-9.235746383666992,-10.880191802978516,-11.322746276855469,-3.330640316009521,-0.3076300621032715,-10.075663566589355,-5.866158485412598,-6.575769901275635,-7.395374298095703,-6.148233890533447,-10.72919464111328,-10.010836601257324,-8.961516380310059,-8.047712326049805,-7.521023750305176,-10.163982391357422,-11.709383964538574,-11.502450942993164,-12.30260181427002,-12.12319564819336,-4.019790172576904,-0.1856303960084915,-11.036538124084473,-7.533665657043457,-6.977119445800781,-7.736660480499268,-6.884060382843018,-13.05102825164795,-12.564464569091797,-10.33297348022461,-8.671019554138184,-7.680405139923096,-9.39524269104004,-10.774831771850586,-9.567508697509766,-10.912837028503418,-10.24124526977539,-3.83141040802002,-0.3893540203571319,-9.786287307739258,-6.860893726348877,-6.982062339782715,-7.138774871826172,-6.412981033325195,-10.535426139831545,-11.078662872314451,-9.124048233032228,-8.406498908996582,-6.658145427703857,-9.620984077453612,-10.60628890991211,-10.58743381500244,-12.247316360473633,-11.030794143676758,-3.6772403717041016,-0.2851524949073791,-10.549420356750488,-7.953361511230469,-6.791168212890625,-7.482316970825195,-6.292934417724609,-12.149934768676758,-11.740652084350586,-10.214332580566406,-8.366155624389648,-7.0381951332092285,-9.153091430664062,-11.364063262939451,-10.3357572555542,-12.506667137145996,-10.770604133605955,-3.926621437072754,-0.3228995501995086,-10.422520637512209,-7.206916809082031,-6.250061511993408,-7.475582599639893,-5.947698593139648,-11.884665489196776,-10.986686706542969,-9.395548820495604,-7.903451919555664,-7.041322231292725
4,-8.337943077087402,-9.365545272827148,-8.690423011779785,-5.946001052856445,-4.470178604125977,-4.887734413146973,-5.538922786712647,-8.056474685668945,-10.36819839477539,-9.311232566833496,-9.468428611755373,-4.838016510009766,-8.38351058959961,-8.248537063598633,-5.682878494262695,-9.17947483062744,-6.44269323348999,-9.869863510131836,-12.395824432373049,-10.510625839233398,-11.462303161621094,-12.15542697906494,-3.5267539024353027,-0.239368736743927,-10.117810249328612,-7.211752414703369,-7.646671295166016,-8.008174896240234,-6.831953525543213,-12.436386108398438,-12.556879997253418,-10.463088989257812,-8.549342155456543,-7.516598701477051,-9.080443382263184,-11.930356979370115,-11.079914093017578,-13.905309677124023,-10.86579704284668,-3.2059638500213623,-0.1133016049861908,-11.055235862731934,-8.364498138427734,-6.551331043243408,-8.538520812988281,-6.1253581047058105,-12.66077709197998,-11.350811958312988,-9.722101211547852,-8.19087028503418,-7.162155151367188,-10.225343704223633,-11.557092666625977,-11.88840675354004,-13.444214820861816,-12.556804656982422,-4.185752868652344,-0.049520656466484,-10.986360549926758,-7.686135768890381,-6.251336097717285,-8.690871238708496,-6.401671409606934,-13.527607917785645,-12.251482009887695,-10.302483558654783,-8.545835494995117,-8.118358612060547,-8.734482765197754,-10.533421516418455,-9.441277503967283,-11.991450309753418,-10.216567993164062,-3.3466038703918457,-0.4608906507492065,-9.89954662322998,-8.1195650100708,-6.319091320037842,-6.875010967254639,-5.615938663482666,-11.111109733581545,-9.863937377929688,-8.71291446685791,-7.737585544586182,-6.63192081451416,-11.320024490356444,-12.525558471679688,-12.36059856414795,-13.739666938781738,-12.718986511230469,-3.681272506713867,-0.1727606654167175,-12.18657398223877,-8.926848411560059,-6.872750282287598,-8.214937210083008,-6.512088775634766,-13.942360877990724,-12.608251571655272,-10.87530517578125,-9.033368110656738,-7.879485130310059
5,-8.158456802368164,-8.7107515335083,-8.01226806640625,-5.424402236938477,-4.181713104248047,-4.90492057800293,-5.306393146514893,-7.521946430206299,-9.635858535766602,-8.766260147094727,-8.959639549255371,-4.42009162902832,-7.733063697814941,-8.661508560180664,-4.982343673706055,-8.707366943359375,-5.697576999664307,-9.721226692199709,-10.843703269958496,-9.601221084594728,-10.730828285217283,-11.248044967651367,-3.920337200164795,-0.3861749768257141,-9.564203262329102,-6.463618755340576,-6.756750583648682,-7.1418280601501465,-7.208888530731201,-10.815629005432127,-11.769478797912598,-9.327733039855955,-8.991072654724121,-7.631667137145996,-9.776583671569824,-11.59150218963623,-10.866000175476074,-12.456339836120604,-11.405033111572266,-3.477895021438598,-0.2606430053710937,-10.710575103759766,-7.238855838775635,-6.594287872314453,-7.630126476287842,-6.519222259521484,-12.421855926513672,-11.653904914855955,-9.858251571655272,-8.689654350280762,-7.294167995452881,-9.516779899597168,-11.16299819946289,-10.52278995513916,-12.18704319000244,-11.48936653137207,-3.675208330154419,-0.3589977622032165,-10.104533195495604,-6.702030658721924,-6.368843078613281,-7.798691749572754,-6.794088840484619,-11.964798927307127,-11.29896640777588,-9.72665309906006,-8.492774963378906,-7.719076633453369,-9.508033752441406,-11.159157752990724,-10.583303451538086,-12.16975212097168,-11.210087776184082,-3.581696033477783,-0.3001978695392608,-10.173454284667969,-7.0912957191467285,-6.388853549957275,-7.534667491912842,-6.414998531341553,-12.04164695739746,-11.163061141967772,-9.648077011108398,-8.45268726348877,-7.479163646697998,-10.377847671508787,-11.574200630187988,-11.30673122406006,-12.32721710205078,-11.65121364593506,-3.772768974304199,-0.2369779199361801,-10.744267463684082,-7.132822513580322,-6.4301838874816895,-7.851706504821777,-7.032566070556641,-12.506067276000977,-12.415813446044922,-10.106534957885742,-8.779356002807617,-7.875946998596191
7,-8.113357543945312,-8.748875617980957,-8.451881408691406,-5.8656182289123535,-4.300282955169678,-4.809767246246338,-4.902505397796631,-7.780354022979736,-8.935842514038086,-8.60066032409668,-9.246326446533203,-4.3707709312438965,-7.623360633850098,-7.777947425842285,-4.8436150550842285,-9.00892162322998,-6.282544136047363,-7.013482093811035,-10.160112380981444,-7.107647895812988,-7.804471015930176,-6.045164108276367,-3.210087776184082,-1.8530079126358032,-8.185675621032715,-6.947564601898193,-7.442581176757812,-7.43128776550293,-5.15534782409668,-7.029394149780273,-6.69325065612793,-6.719728469848633,-8.401052474975586,-6.956503868103027,-9.611062049865724,-11.951284408569336,-9.95293140411377,-12.347902297973633,-11.137141227722168,-3.383359432220459,-0.2218066602945327,-10.973337173461914,-7.027896881103516,-6.445704936981201,-7.131200790405273,-5.712409496307373,-11.902084350585938,-10.668489456176758,-9.049715995788574,-8.046135902404785,-6.390499114990234,-8.880160331726074,-11.261359214782717,-9.985635757446287,-12.250480651855469,-10.958139419555664,-2.606706619262696,-0.2985715866088867,-10.394098281860352,-7.368981838226318,-6.381551742553711,-7.487105846405029,-5.598396301269531,-12.21483325958252,-10.547788619995115,-9.415812492370604,-8.008626937866211,-6.788879871368408,-8.474159240722656,-11.747325897216797,-10.188873291015623,-12.111719131469728,-10.837972640991213,-2.706927537918091,-0.3197779357433319,-10.037013053894045,-7.349220275878906,-6.5026164054870605,-8.067482948303223,-5.912181854248047,-12.02219295501709,-10.134381294250488,-9.702452659606934,-7.742383003234863,-6.830533504486084,-10.216897010803224,-11.103933334350586,-11.074470520019531,-12.777827262878418,-11.061810493469238,-3.683639526367188,-0.1922752410173416,-11.068333625793455,-7.843100547790527,-6.336450576782227,-7.852681636810303,-6.411093711853027,-12.41211986541748,-11.941018104553224,-9.645301818847656,-8.415985107421875,-7.031042575836182
15,-8.535079956054688,-8.893770217895508,-9.071344375610352,-5.656090259552002,-4.243210792541504,-5.513165473937988,-6.215093612670898,-7.965695381164551,-10.571438789367676,-8.737177848815918,-10.042929649353027,-4.46866512298584,-8.645206451416016,-9.184643745422363,-4.868698596954346,-9.16098976135254,-6.526874542236328,-8.550501823425293,-10.98054027557373,-9.986013412475586,-11.355390548706056,-11.310412406921388,-3.6670331954956055,-0.2710780799388885,-9.87314796447754,-6.675723552703857,-6.774518966674805,-7.766667366027832,-6.117812156677246,-11.604634284973145,-10.773627281188965,-9.555529594421388,-8.425748825073242,-7.571971893310547,-6.046000003814697,-10.59697151184082,-9.574631690979004,-11.494847297668455,-10.857667922973633,-2.55503797531128,-0.3752926290035248,-9.51409912109375,-8.46188735961914,-6.734203338623047,-8.654010772705078,-5.226468563079834,-11.984710693359377,-9.009467124938965,-9.728474617004396,-8.000985145568848,-8.160236358642578,-7.601441383361816,-10.251712799072266,-9.38604736328125,-10.811505317687988,-10.85439109802246,-2.6627700328826904,-0.4584539830684662,-9.273472785949709,-7.599283695220947,-6.616672992706299,-8.093034744262695,-5.390697479248047,-11.48185920715332,-9.462319374084473,-9.475515365600586,-7.857746124267578,-7.999614238739014,-9.376911163330078,-11.267306327819824,-10.961029052734377,-11.99840259552002,-12.109663009643556,-2.9111552238464355,-0.3868669271469116,-10.37466049194336,-8.19113826751709,-7.188934326171875,-8.554652214050293,-5.524246692657471,-13.191131591796877,-11.065277099609377,-10.43649673461914,-8.489791870117188,-8.819365501403809,-10.419482231140137,-11.127608299255373,-11.474905014038086,-12.06594944000244,-13.100388526916504,-3.4154438972473145,-0.3217960000038147,-10.744885444641112,-8.519632339477539,-7.355854034423828,-8.597360610961914,-5.891882419586182,-14.289695739746094,-12.595548629760742,-11.266796112060549,-8.774103164672852,-9.902966499328612
6,-7.023248672485352,-8.436535835266113,-7.80019998550415,-6.06361198425293,-3.461707830429077,-4.296232223510742,-5.472346305847168,-8.171774864196777,-9.474943161010742,-7.978444099426269,-9.921612739562988,-3.250666379928589,-7.255125522613525,-6.902721881866455,-4.495650768280029,-8.336190223693848,-5.709618091583252,-5.544022083282471,-7.468376636505127,-6.197417259216309,-7.605029582977295,-3.9094977378845215,-3.1456942558288574,-2.491060733795166,-5.851189613342285,-6.499965667724609,-5.254668712615967,-7.293938636779785,-1.5525555610656738,-6.764663696289063,-5.207312107086182,-4.571548461914063,-6.284665107727051,-4.560239315032959,-9.015957832336426,-11.257192611694336,-9.878411293029783,-12.22373390197754,-11.286848068237305,-3.12092399597168,-0.2357317954301834,-10.686189651489258,-7.489434242248535,-6.562602043151856,-7.467957496643066,-5.919652938842773,-11.765378952026367,-10.363718032836914,-9.440910339355469,-7.902304649353027,-7.425317764282227,-9.315882682800291,-11.292359352111816,-9.964427947998049,-12.939327239990234,-10.512075424194336,-3.137673854827881,-0.2219401895999908,-10.970794677734377,-8.32644271850586,-6.4826436042785645,-7.202859878540039,-5.3956074714660645,-11.913225173950195,-10.555270195007324,-9.040701866149902,-7.450806617736816,-6.528822422027588,-8.84504222869873,-11.265718460083008,-9.673284530639648,-12.75716781616211,-9.800081253051758,-2.669156551361084,-0.2768543064594269,-10.60001277923584,-8.638631820678711,-6.23126220703125,-7.1244401931762695,-4.784478664398193,-11.16220760345459,-9.776248931884766,-8.775374412536621,-7.22872257232666,-6.120142459869385,-9.492354393005373,-12.135671615600586,-10.402308464050291,-13.386798858642578,-10.908145904541016,-2.998095750808716,-0.1857221722602844,-11.095478057861328,-8.67782211303711,-6.395589351654053,-7.913389205932617,-5.34564208984375,-12.08223819732666,-10.570474624633787,-9.55674648284912,-7.211767673492432,-6.6715617179870605
14,-8.136967658996582,-9.112899780273438,-9.44857692718506,-5.21549654006958,-4.540893077850342,-5.4378180503845215,-5.691785335540772,-7.575162410736084,-10.277148246765137,-9.043002128601074,-9.628987312316896,-4.346373081207275,-8.640157699584961,-8.972871780395508,-4.872482299804688,-9.559774398803713,-7.583755016326904,-8.832986831665039,-10.210298538208008,-8.555188179016113,-8.780380249023438,-10.955937385559082,-4.109235763549805,-0.2670719027519226,-7.569195747375488,-6.667463779449463,-6.926891803741455,-6.991460800170898,-7.355013847351074,-10.874478340148926,-11.914732933044434,-9.322577476501465,-8.924456596374512,-8.133041381835938,-10.960874557495115,-11.469293594360352,-11.624371528625488,-12.289932250976562,-12.548644065856934,-4.790775775909424,-0.1288172602653503,-10.781691551208496,-7.293508529663086,-6.746517181396484,-7.697927951812744,-7.667098522186279,-13.472379684448242,-13.38115119934082,-10.655580520629885,-9.414796829223633,-8.2402982711792,-11.05498504638672,-10.28333854675293,-10.034682273864746,-9.995262145996094,-11.374892234802246,-5.441076755523682,-0.4776371419429779,-10.21099090576172,-6.45249080657959,-6.2471923828125,-7.041788578033447,-7.844630718231201,-11.257506370544434,-13.15495777130127,-9.228018760681152,-9.562093734741213,-7.845112323760986,-10.69979476928711,-10.978631019592283,-10.909039497375488,-11.882926940917969,-11.84727954864502,-4.235324382781982,-0.2884890437126159,-11.20405387878418,-7.573688507080078,-6.165416717529297,-7.19931697845459,-6.531112194061279,-12.095094680786133,-11.690825462341309,-9.797884941101074,-8.973674774169922,-7.6512861251831055,-11.50263214111328,-11.087579727172852,-11.454229354858398,-11.790887832641602,-12.244913101196287,-4.865214824676514,-0.261038601398468,-11.669075012207031,-7.230437755584717,-6.118831634521484,-7.795762538909912,-7.392833232879639,-12.5235595703125,-12.693429946899414,-10.128188133239746,-9.43781280517578,-8.149530410766602
