,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-7.929341316223144,-6.494090557098389,-7.0433220863342285,-6.192130565643311,-6.942277908325195,-5.527787208557129
1,-6.78109884262085,-6.255458354949951,-6.684080600738525,-7.086161136627197,-7.268658638000488,-6.733831405639648
2,-7.0958757400512695,-6.310238838195801,-5.423370361328125,-6.431309700012207,-7.220466613769531,-6.852672576904297
3,-8.327326774597168,-8.10317611694336,-9.846790313720703,-10.177806854248049,-7.936191558837891,-6.488058090209961
5,-6.793390274047852,-5.574694633483887,-6.922298908233643,-6.927586078643799,-7.3712029457092285,-6.711936950683594
7,-6.955113887786865,-5.983015537261963,-5.9756927490234375,-6.299374580383301,-6.5077667236328125,-6.407235622406006
6,-7.804556369781494,-6.752257823944092,-5.096499443054199,-6.031646251678467,-6.509181022644043,-6.687572479248047
8,-6.767506122589111,-6.961254119873047,-6.394129753112793,-6.3354973793029785,-5.575284481048584,-6.212359428405762
9,-7.705193996429443,-5.815878868103027,-5.148253440856934,-6.191515922546387,-6.646243572235107,-5.956164836883545
10,-8.25228500366211,-5.798796653747559,-5.786864280700684,-4.867768287658691,-6.4719061851501465,-6.387087821960449
11,-6.441440582275391,-6.2600274085998535,-6.647567272186279,-6.622170448303223,-6.599488258361816,-6.782723903656006
13,-6.991832256317139,-6.786818981170654,-6.293514251708984,-5.018353462219238,-5.775592803955078,-6.260440349578857
12,-7.898981094360352,-7.412141799926758,-5.757601261138916,-6.448227405548096,-7.112026691436768,-6.957676410675049
14,-7.332994937896728,-6.470690727233887,-6.837682247161865,-6.853823661804199,-6.855543613433838,-6.362302303314209
23,-6.981019496917725,-6.617342948913574,-6.057991027832031,-6.719505786895752,-6.873803615570068,-6.895530700683594
16,-7.394181728363037,-6.580704212188721,-7.212924957275391,-7.533719539642334,-7.997804641723633,-7.503139972686768
17,-6.947076797485352,-5.806783199310303,-6.736144065856934,-6.871450424194336,-7.125481605529785,-6.55281925201416
18,-7.490491390228271,-6.757629871368408,-6.044265270233154,-6.564614772796631,-4.869229793548584,-6.431511402130127
19,-6.9005327224731445,-6.702419757843018,-6.007077693939209,-5.169397830963135,-5.85997200012207,-6.279862880706787
4,-6.869954586029053,-6.868671417236328,-6.480882167816162,-6.775040626525879,-6.606231212615967,-6.305171012878418
22,-7.511536598205566,-7.449477195739746,-7.228366851806641,-7.227405071258545,-7.082533359527588,-6.280102252960205
21,-6.566097259521484,-5.755136013031006,-5.15504789352417,-4.191027641296387,-5.776597023010254,-5.0539374351501465
15,-6.73884916305542,-7.304128170013428,-6.231542587280273,-6.770256996154785,-6.817203521728516,-6.362226963043213
20,-7.247931003570557,-7.754583358764648,-8.113503456115723,-7.557979106903076,-7.591848373413086,-7.034122467041016
