,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-6.44921875,-7.21484375,-7.734375,-6.90625,-7.43359375,-7.99609375
1,-6.18359375,-6.37890625,-7.25390625,-7.1328125,-7.4296875,-7.28125
2,-7.296875,-9.4375,-8.203125,-6.96875,-7.62109375,-7.859375
3,-6.01171875,-7.8828125,-7.4609375,-7.10546875,-6.84375,-6.70703125
4,-6.39453125,-6.58984375,-7.53515625,-7.47265625,-6.87890625,-6.625
5,-6.70703125,-7.81640625,-8.1171875,-9.4921875,-7.45703125,-7.62109375
6,-6.85546875,-9.2890625,-8.1171875,-7.46875,-7.26171875,-7.60546875
7,-6.33984375,-7.62890625,-7.3359375,-7.7421875,-7.625,-7.50390625
8,-6.3828125,-7.4765625,-6.50390625,-7.609375,-6.95703125,-7.90625
9,-5.765625,-8.7734375,-7.3125,-7.1328125,-6.28125,-6.76171875
10,-7.3125,-7.63671875,-7.65234375,-7.625,-7.32421875,-7.0859375
11,-6.8125,-11.1171875,-7.17578125,-6.8671875,-8.4921875,-7.765625
12,-6.66015625,-6.828125,-6.9453125,-7.72265625,-6.96484375,-6.84765625
13,-6.38671875,-5.921875,-5.703125,-5.67578125,-5.75390625,-7.0546875
14,-9.296875,-9.8359375,-10.9765625,-8.484375,-8.78125,-7.29296875
15,-6.0390625,-7.58984375,-6.82421875,-6.66796875,-6.640625,-6.953125
16,-6.0625,-5.89453125,-7.171875,-7.046875,-7.1796875,-7.25390625
17,-7.12890625,-8.4375,-9.3046875,-9.515625,-9.2421875,-7.8984375
18,-6.49609375,-8.125,-7.828125,-7.85546875,-7.17578125,-7.2109375
19,-6.0625,-8.4609375,-7.8203125,-7.71875,-6.92578125,-7.2421875
