,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
1,-3.0183660984039307,-12.423951148986816,-10.897176742553713,-11.345270156860352,-10.900287628173828,-11.109726905822754
3,-3.7762160301208496,-11.283281326293944,-11.284601211547852,-11.184892654418944,-11.767545700073242,-11.845026969909668
8,-3.934680223464966,-7.507520198822021,-6.928553104400635,-11.102912902832031,-10.812898635864258,-10.687151908874512
2,-3.7267565727233887,-11.59712028503418,-10.665188789367676,-11.097670555114746,-10.88465404510498,-11.01661491394043
14,-2.952120304107666,-4.91506290435791,-10.608067512512209,-10.944037437438965,-10.805938720703123,-11.26765251159668
12,-2.628659009933472,-11.331640243530272,-11.604100227355955,-11.29319953918457,-11.627854347229004,-12.004176139831545
21,-5.273355484008789,-11.909137725830078,-10.964282989501951,-10.408944129943848,-10.758061408996582,-11.37179946899414
23,-5.057656764984131,-6.031543254852295,-6.385818958282471,-12.092490196228027,-10.59931182861328,-10.649981498718262
9,-4.480055809020996,-11.88771915435791,-11.43307876586914,-11.01639175415039,-10.776168823242188,-11.050482749938965
11,-4.845951557159424,-10.78296184539795,-12.229031562805176,-12.167123794555664,-11.862646102905272,-11.887683868408203
10,-3.0607733726501465,-11.635618209838867,-10.921380043029783,-10.987756729125977,-11.784111976623535,-10.494207382202148
20,-5.336371898651123,-8.226414680480957,-13.43936538696289,-13.392961502075195,-12.543509483337402,-13.000432014465332
0,-3.2492780685424805,-5.519782066345215,-11.497976303100586,-10.603215217590332,-10.50888442993164,-10.752058029174805
15,-3.323723554611206,-5.538516044616699,-12.102373123168944,-12.817044258117676,-11.924043655395508,-11.531390190124512
6,-3.2385129928588867,-12.759431838989258,-12.110626220703123,-11.728796005249023,-12.096131324768066,-12.002904891967772
5,-4.604195594787598,-12.16517448425293,-12.832685470581056,-11.870156288146973,-11.056108474731444,-11.91540813446045
7,-4.571732521057129,-7.07563591003418,-8.904824256896973,-12.42028522491455,-10.497174263000488,-10.643054008483888
4,-3.2614240646362305,-6.534771919250488,-10.355945587158203,-10.507466316223145,-10.138574600219728,-10.579374313354492
17,-4.627377033233643,-11.708430290222168,-11.452101707458496,-11.232664108276367,-11.09354019165039,-11.033053398132324
18,-4.2957305908203125,-11.745868682861328,-12.237993240356444,-12.389436721801758,-11.719000816345217,-11.02723789215088
19,-2.3370609283447266,-12.021451950073242,-11.34800910949707,-12.101737022399902,-11.587058067321776,-9.161388397216797
16,-6.087207317352295,-12.86428165435791,-12.847426414489746,-12.548574447631836,-12.10210418701172,-12.362486839294434
13,-3.1894073486328125,-12.095562934875488,-11.034489631652832,-11.374930381774902,-11.44070816040039,-12.36935043334961
