,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
1,-2.8066349029541016,-4.038788318634033,-3.662921905517578,-3.780107259750366,-3.821833610534668,-4.403595447540283
3,-3.1831202507019043,-3.593090057373047,-3.385523557662964,-2.9505105018615723,-3.108529806137085,-3.367340564727783
8,-2.952106237411499,-3.625982999801636,-2.7385401725769043,-4.256223201751709,-4.077412128448486,-4.133709907531738
2,-3.1790335178375244,-3.8590505123138414,-4.010128021240234,-3.691032886505127,-3.103822708129883,-3.630197525024414
14,-2.782975196838379,-3.928485631942749,-3.864037752151489,-4.121588230133057,-3.716181755065918,-4.1833086013793945
12,-2.93962025642395,-4.206567764282227,-3.5186729431152344,-3.2738606929779053,-3.8879592418670654,-3.0902469158172607
21,-3.5177485942840576,-3.679171085357666,-3.2402920722961426,-3.644338369369507,-3.124807834625244,-3.3395683765411377
23,-4.17786979675293,-2.9468674659729004,-3.0841424465179443,-2.572828769683838,-2.630472183227539,-3.658540964126587
9,-3.076243162155152,-3.835120916366577,-3.640608549118042,-4.23961067199707,-4.067935466766357,-4.676973342895508
11,-3.989112854003906,-5.311596393585205,-4.44894552230835,-4.243200302124023,-3.6443216800689697,-3.957847833633423
10,-3.884283781051636,-2.870361328125,-3.650029182434082,-2.9906814098358154,-2.985659122467041,-3.490892171859741
20,-3.2740635871887207,-5.139039993286133,-3.39793062210083,-3.314649820327759,-3.6130776405334473,-3.668414831161499
0,-3.353881597518921,-3.7232508659362793,-3.1706433296203613,-3.230534553527832,-3.2924532890319824,-3.780234098434448
5,-3.141977071762085,-4.546213626861572,-4.2052178382873535,-3.856940269470215,-3.267812728881836,-3.190328598022461
6,-3.5447590351104736,-4.830569744110107,-4.578781127929688,-3.631925582885742,-3.384960174560547,-3.863115549087525
17,-3.2557413578033447,-3.644493103027344,-4.11951208114624,-3.400617837905884,-3.6234207153320312,-3.619158744812012
18,-3.936534881591797,-2.15904188156128,-3.4772744178771973,-3.2647716999053955,-2.650973320007324,-3.1460301876068115
19,-3.196441173553467,-4.1849775314331055,-4.194684982299805,-5.227728843688965,-4.320108413696289,-4.449397087097168
16,-4.036362171173096,-3.1535017490386963,-3.957597255706787,-3.9227120876312256,-3.786417007446289,-4.003780841827393
4,-2.7113630771636963,-2.3879547119140625,-3.977318048477173,-3.651259183883667,-4.2774763107299805,-4.037262916564941
13,-4.071301460266113,-2.1484594345092773,-3.852505445480346,-3.011946678161621,-3.461024284362793,-3.3665037155151367
