,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-2.5311222076416016,-3.59549880027771,-3.186128854751587,-3.1145689487457275,-3.264257907867432,-3.780234098434448
1,-2.732846260070801,-3.7920310497283936,-3.64406991004944,-3.877502202987671,-3.6429193019866943,-4.403595447540283
2,-2.432247877120972,-3.9735591411590576,-4.274925231933594,-4.098214626312256,-3.279390335083008,-3.630197525024414
4,-2.312227725982666,-1.898815631866455,-3.733408451080322,-3.267246723175049,-4.024374485015869,-4.037262916564941
3,-2.604689836502075,-3.5511040687561035,-2.934822797775269,-2.7965664863586426,-2.584216356277466,-3.367340564727783
5,-2.219532489776612,-4.527498722076416,-3.867923498153688,-4.008495330810547,-3.4945931434631348,-3.190328598022461
7,-2.1185264587402344,-2.5617105960845947,-3.322715997695923,-3.5771617889404297,-2.9386234283447266,-3.3840808868408203
6,-2.8319292068481445,-3.9941539764404297,-4.075759410858154,-3.88206958770752,-3.50719952583313,-3.863115549087525
8,-2.3805301189422607,-3.17318081855774,-2.436295986175537,-3.5623464584350586,-3.626950979232788,-4.133709907531738
15,-2.000422239303589,-1.7552099227905271,-2.545062780380249,-3.952240467071533,-4.227719783782959,-4.201479911804199
9,-2.5334930419921875,-3.663050174713135,-3.5331778526306152,-4.03990364074707,-4.061504364013672,-4.676973342895508
14,-2.080697059631348,-3.637351274490357,-3.746326208114624,-3.8502426147460938,-3.609843254089356,-4.1833086013793945
10,-2.8821115493774414,-2.1719086170196533,-3.8176770210266113,-3.050593614578247,-3.223400831222534,-3.490892171859741
12,-2.472419500350952,-3.4283556938171387,-3.338630437850952,-3.087613344192505,-3.836374759674072,-3.0902469158172607
11,-2.7103986740112305,-5.235164642333984,-4.218411922454834,-4.289443016052246,-3.594064712524414,-3.957847833633423
13,-2.637213706970215,-2.700856924057007,-4.017148494720459,-3.349268913269043,-3.380576610565185,-3.3665037155151367
16,-2.4357075691223145,-2.789990425109864,-3.186481475830078,-3.248900890350342,-3.328542947769165,-4.003780841827393
17,-2.057191610336304,-2.968721866607666,-3.7490642070770255,-2.9170446395874023,-3.134494543075561,-3.619158744812012
18,-3.121074676513672,-1.984131097793579,-2.8322324752807617,-3.264523506164551,-2.9564874172210693,-3.1460301876068115
19,-3.01556396484375,-3.615879774093628,-4.261835098266602,-4.686500549316406,-3.74882435798645,-4.449397087097168
