,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-8.125,-11.4296875,-10.8515625,-11.1953125,-10.8046875,-12.3828125
1,-7.7265625,-8.6875,-12.984375,-12.2109375,-12.2109375,-13.21875
2,-6.62890625,-12.1796875,-11.2265625,-9.8046875,-8.5546875,-10.0546875
3,-5.83203125,-6.25390625,-10.015625,-11.0703125,-10.671875,-13.0625
4,-6.2265625,-11.0078125,-10.8203125,-11.1875,-11.3984375,-10.8984375
5,-6.01171875,-10.3203125,-11.7421875,-11.4765625,-10.4375,-10.5859375
6,-6.5234375,-12.25,-12.4453125,-11.34375,-10.75,-12.3359375
7,-6.38671875,-7.71875,-11.8984375,-10.8984375,-10.71875,-10.46875
8,-6.63671875,-13.1953125,-12.671875,-12.671875,-13.53125,-11.0234375
9,-7.29296875,-9.9140625,-10.6640625,-9.96875,-10.0390625,-9.703125
10,-6.6796875,-8.7578125,-11.2734375,-11.0859375,-9.328125,-9.6796875
11,-6.35546875,-8.2578125,-10.6640625,-12.8984375,-13.375,-14.34375
12,-7.0078125,-8.578125,-12.625,-10.6796875,-11.390625,-11.21875
13,-7.39453125,-6.30078125,-13.609375,-10.53125,-12.21875,-13.5390625
14,-7.48828125,-11.046875,-11.28125,-10.546875,-10.7109375,-8.6796875
15,-5.77734375,-11.953125,-11.921875,-11.921875,-11.921875,-13.203125
16,-6.6328125,-10.75,-10.765625,-10.6015625,-10.640625,-12.125
17,-7.10546875,-11.765625,-12.640625,-10.046875,-12.71875,-12.1875
18,-7.296875,-7.53515625,-11.2265625,-12.828125,-11.3828125,-12.4453125
19,-6.78125,-12.171875,-13.78125,-14.515625,-13.3046875,-13.125
