,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-3.470703125,-6.98046875,-11.421875,-11.1640625,-8.546875,-10.4453125
1,-4.4765625,-5.09765625,-12.4765625,-9.640625,-9.8203125,-10.734375
2,-3.427734375,-13.3828125,-11.7265625,-10.5625,-10.5625,-11.9453125
3,-3.01953125,-4.71484375,-6.28515625,-11.4453125,-12.0859375,-12.109375
4,-2.390625,-4.05859375,-11.9921875,-9.4375,-10.4375,-10.6484375
5,-2.771484375,-4.515625,-11.5625,-11.71875,-12.03125,-12.2578125
6,-3.53125,-9.7890625,-10.9296875,-11.84375,-10.6015625,-10.3984375
7,-3.447265625,-7.0234375,-10.765625,-10.7265625,-10.7265625,-11.546875
8,-3.64453125,-7.16796875,-11.4765625,-10.890625,-9.3125,-10.921875
9,-3.298828125,-11.0234375,-11.09375,-10.6796875,-10.8515625,-11.1640625
10,-3.287109375,-12.0234375,-12.1015625,-11.953125,-12.25,-12.3828125
11,-3.12890625,-10.4765625,-11.25,-10.546875,-10.4453125,-10.84375
12,-2.384765625,-11.8046875,-10.8828125,-9.171875,-10.3984375,-10.984375
13,-2.931640625,-5.3359375,-11.0,-9.7734375,-10.25,-10.859375
14,-3.546875,-12.125,-10.96875,-10.921875,-10.9609375,-11.203125
15,-2.54296875,-11.5078125,-11.046875,-10.8359375,-11.2421875,-10.0625
16,-2.703125,-10.6796875,-10.6640625,-11.0078125,-11.875,-12.609375
17,-3.16796875,-2.6875,-3.435546875,-10.40625,-9.8828125,-11.1640625
18,-3.689453125,-12.5546875,-12.0234375,-11.484375,-11.0625,-11.59375
19,-2.71875,-8.5390625,-11.9140625,-11.5234375,-11.6328125,-12.109375
