,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-6.222126007080078,-10.434996604919434,-11.560586929321287,-10.121881484985352,-10.98066520690918,-10.447928428649902
1,-6.613579750061035,-10.14730453491211,-10.610011100769045,-11.045380592346191,-11.294763565063477,-11.130664825439451
2,-5.970981597900391,-5.797206401824951,-7.702754497528076,-10.42149543762207,-8.177289962768555,-8.891901969909668
4,-6.220522403717041,-8.439193725585938,-9.065252304077148,-10.46823787689209,-10.90690803527832,-10.811789512634276
3,-6.864619731903076,-8.062335014343262,-10.336713790893556,-10.909083366394045,-8.864815711975098,-11.240903854370115
5,-7.439108371734619,-8.102815628051758,-8.926679611206055,-10.182425498962402,-10.481316566467283,-11.189311981201172
7,-6.834641456604004,-7.818161487579346,-7.892993450164795,-10.244869232177734,-10.286865234375,-11.64734172821045
6,-6.2290239334106445,-5.967465400695801,-6.37910270690918,-9.743630409240724,-9.382076263427734,-10.707707405090332
15,-6.0878520011901855,-8.659299850463867,-10.422103881835938,-10.542180061340332,-10.742785453796388,-11.32359790802002
8,-7.032018661499023,-6.489294052124023,-10.683061599731444,-9.82261562347412,-11.449298858642578,-11.138222694396973
9,-6.9319939613342285,-8.345669746398926,-11.35159397125244,-9.686433792114258,-9.702289581298828,-7.838860511779785
14,-6.545244693756104,-9.01993465423584,-11.13427734375,-10.36094093322754,-7.525516510009766,-10.954697608947754
10,-6.8583807945251465,-8.410888671875,-10.69266414642334,-10.69266414642334,-10.689966201782228,-11.107013702392578
12,-7.152955055236816,-8.21300220489502,-10.238101959228516,-10.826327323913574,-10.094696044921877,-11.054476737976074
11,-5.912281036376953,-6.691224098205566,-11.457093238830566,-11.409893989562988,-11.40229320526123,-11.642791748046877
13,-6.988569259643555,-6.468274593353272,-10.124937057495115,-10.011075973510742,-9.891142845153809,-9.2570161819458
16,-6.499415874481201,-5.687020301818848,-10.98881721496582,-11.095518112182615,-10.224623680114746,-11.229537963867188
17,-6.908858776092529,-8.395946502685547,-10.387392044067385,-10.648621559143066,-9.430585861206056,-11.57080364227295
18,-7.958907127380371,-10.144325256347656,-10.729297637939451,-10.729297637939451,-10.729297637939451,-11.11708641052246
19,-6.477889060974121,-6.978767395019531,-8.48164176940918,-8.356389045715332,-8.803579330444336,-10.347427368164062
