,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
1,-6.872520923614502,-10.598965644836426,-10.942851066589355,-11.08734893798828,-10.983351707458496,-11.130664825439451
3,-7.355165958404541,-8.430892944335938,-10.758557319641112,-10.468999862670898,-9.25363063812256,-11.240903854370115
8,-7.023157119750977,-6.573308944702148,-11.01628589630127,-10.678932189941406,-11.446130752563477,-11.138222694396973
15,-7.177903175354004,-10.713570594787598,-10.371853828430176,-10.872013092041016,-10.597158432006836,-11.32359790802002
2,-7.085077285766602,-6.341165065765381,-9.46447467803955,-9.772610664367676,-8.725844383239746,-8.891901969909668
14,-6.34987211227417,-10.059107780456545,-10.77895450592041,-9.961904525756836,-9.155828475952148,-10.954697608947754
12,-7.613815784454346,-8.374797821044922,-10.433975219726562,-10.103200912475586,-10.24811840057373,-11.054476737976074
21,-7.914832592010498,-10.653729438781738,-10.524206161499023,-9.74549388885498,-10.311546325683594,-10.882052421569824
23,-7.984132289886475,-10.848121643066406,-10.640743255615234,-10.524349212646484,-10.584404945373535,-11.88106632232666
9,-6.819056510925293,-9.447261810302734,-10.913458824157717,-9.705141067504885,-8.913747787475586,-7.838860511779785
11,-6.465667724609375,-8.919301986694336,-11.372879981994627,-11.274575233459473,-11.207354545593262,-11.642791748046877
10,-6.870169162750244,-9.281113624572754,-10.318085670471191,-11.07524299621582,-10.153016090393066,-11.107013702392578
20,-7.12986421585083,-9.943349838256836,-9.699387550354004,-9.732000350952148,-9.605997085571287,-11.38899040222168
0,-6.475278854370117,-10.55671215057373,-11.1409273147583,-10.506134033203123,-10.356956481933594,-10.447928428649902
6,-7.567676067352295,-6.364590167999268,-6.809090614318848,-9.957486152648926,-9.686347007751465,-10.707707405090332
5,-7.846644401550293,-8.30512523651123,-8.241945266723633,-10.722578048706056,-10.510221481323242,-11.189311981201172
7,-7.149006843566895,-8.010655403137207,-9.053067207336426,-9.998126029968262,-10.444043159484863,-11.64734172821045
4,-6.839147090911865,-8.384060859680176,-9.609679222106934,-9.903668403625488,-9.916338920593262,-10.811789512634276
17,-7.048823833465576,-8.275884628295898,-10.179713249206545,-10.266395568847656,-10.051247596740724,-11.57080364227295
18,-8.575509071350098,-10.31460666656494,-10.52832317352295,-10.52861785888672,-10.18846035003662,-11.11708641052246
19,-7.8433942794799805,-7.254541397094727,-9.693681716918944,-10.15054702758789,-10.03801441192627,-10.347427368164062
16,-7.083942413330078,-6.349238872528076,-10.996129035949709,-10.826582908630373,-10.67676830291748,-11.229537963867188
13,-7.18560266494751,-6.501871585845947,-10.326621055603027,-9.648221015930176,-8.52363109588623,-9.2570161819458
