,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-3.960061073303223,-4.524317264556885,-6.853612899780273,-4.995471954345703,-6.619781017303467,-6.986386299133301
1,-3.8957011699676514,-3.235901594161988,-3.660275936126709,-7.310507774353027,-7.301681995391846,-7.110426902770996
2,-3.010360717773437,-5.466990470886231,-3.46905779838562,-7.157858848571777,-8.076653480529785,-7.331512928009033
3,-3.552769899368286,-3.490870237350464,-3.8761305809021,-3.7239582538604736,-4.106570243835449,-5.662106990814209
5,-3.565452814102173,-4.223553657531738,-5.418674945831299,-6.563017845153809,-9.104972839355469,-8.157099723815918
7,-3.691234827041626,-3.050942897796631,-4.951051712036133,-6.8673601150512695,-8.564433097839355,-8.796781539916992
6,-3.936124801635742,-6.306656837463379,-7.170729160308838,-7.617107391357422,-6.989827156066895,-6.704644680023193
8,-3.121581554412842,-2.986167907714844,-3.276700973510742,-3.672938346862793,-7.48717737197876,-7.5357666015625
9,-3.684715747833252,-2.793572187423706,-4.180683612823486,-5.886930465698242,-4.623403549194336,-5.48675537109375
10,-4.190470218658447,-3.533904790878296,-5.576835632324219,-6.628770351409912,-7.961427211761475,-7.027595043182373
11,-3.0587246417999268,-4.015511989593506,-7.374660968780518,-7.931766986846924,-7.940816402435303,-8.047835350036621
13,-3.256099462509156,-4.972140312194824,-4.880130767822266,-7.49775505065918,-7.958765983581543,-8.232633590698242
12,-3.3628029823303223,-4.384357929229736,-4.84308671951294,-3.7128729820251465,-4.324543952941895,-3.3795080184936523
14,-3.513852119445801,-4.653337478637695,-4.931096076965332,-8.674201965332031,-8.079029083251953,-8.009222984313965
23,-3.1755337715148926,-4.35886287689209,-6.101263046264648,-7.323200702667236,-7.157991409301758,-7.441883087158203
16,-3.0199854373931885,-4.263607501983643,-3.362438201904297,-6.58521032333374,-6.925994396209717,-6.814587116241455
17,-3.5663626194000244,-4.727315902709961,-5.837278366088867,-6.5592474937438965,-6.972259521484375,-6.755390167236328
18,-3.5528452396392822,-3.464569568634033,-5.1701273918151855,-7.256728649139404,-8.109936714172363,-7.478551387786865
19,-2.8552467823028564,-4.687466621398926,-5.2101826667785645,-3.978637218475342,-5.761372089385986,-6.425029754638672
4,-3.4611172676086426,-3.4380526542663574,-3.229710102081299,-4.3734450340271,-4.328580856323242,-5.997661590576172
22,-3.39774751663208,-6.063774108886719,-6.736086368560791,-6.205397605895996,-6.244668006896973,-6.151051998138428
21,-3.922950506210327,-4.207581996917725,-4.794402122497559,-4.23097038269043,-4.176730155944824,-4.737648010253906
15,-4.204620838165283,-4.433310508728027,-5.093992233276367,-6.314290523529053,-6.824262619018555,-6.088727474212647
20,-3.0486631393432617,-4.653350353240967,-3.6848304271698,-7.494687557220459,-8.653857231140137,-7.139698028564453
