,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
1,-1.952978014945984,-4.350153923034668,-4.06553840637207,-3.700928926467896,-3.2033791542053223,-3.6798269748687744
3,-2.7825305461883545,-3.035515546798706,-2.77910590171814,-3.582815408706665,-3.435246706008911,-3.535604238510132
8,-1.945640206336975,-4.188970565795898,-1.4775640964508057,-2.387648105621338,-2.178694486618042,-2.596364974975586
2,-3.6697323322296143,-4.904191493988037,-2.9181253910064697,-1.4221768379211426,-1.3731732368469238,-2.025089740753174
14,-2.0534067153930664,-2.334826946258545,-2.829428434371948,-3.319156646728516,-2.9360287189483643,-3.584210157394409
12,-2.4080753326416016,-1.8456244468688965,-2.650067090988159,-2.85184097290039,-2.5519487857818604,-3.10613226890564
21,-2.9876341819763184,-1.519864797592163,-1.3274321556091309,-2.1446468830108643,-1.924947023391724,-1.7681856155395508
23,-3.155276298522949,-4.162143230438232,-4.001018047332764,-4.382167339324951,-3.557945489883423,-3.911746025085449
9,-2.568488359451294,-1.602877140045166,-2.203944683074951,-1.700453519821167,-2.601419448852539,-2.6807310581207275
11,-4.796668529510498,-1.9770293235778809,-2.5838801860809326,-2.894584894180298,-2.3448548316955566,-2.2540359497070312
10,-2.424731492996216,-2.816699981689453,-2.7037253379821777,-2.450410842895508,-2.146164894104004,-2.477372646331787
20,-2.2711758613586426,-1.7381335496902466,-3.0813963413238525,-2.876937866210937,-2.764340877532959,-3.4894373416900635
0,-2.44998550415039,-3.4915976524353027,-4.021401882171631,-3.132507801055908,-2.927130937576294,-3.3856475353240967
5,-2.5688490867614746,-1.7127138376235962,-2.2719151973724365,-1.9825172424316408,-1.9488306045532229,-2.4434974193573
15,-2.1326239109039307,-1.355888605117798,-2.014356136322021,-4.129960060119629,-4.195350170135498,-4.144717693328857
6,-3.8316571712493896,-2.135894298553467,-2.805375099182129,-3.1561198234558105,-3.266582489013672,-3.4695513248443604
17,-3.528256893157959,-3.4970948696136475,-3.242884874343872,-3.316917181015014,-3.40632963180542,-2.872014045715332
18,-2.898032188415528,-2.546562671661377,-2.78837513923645,-2.931485176086426,-3.3832497596740723,-3.446368932723999
19,-2.461354970932007,-2.9689435958862305,-3.702526092529297,-3.351237773895264,-3.24290132522583,-2.9895918369293213
16,-3.302210092544556,-3.1488184928894043,-2.300607204437256,-3.2957897186279297,-3.17236590385437,-2.911874294281006
4,-2.722454309463501,-2.177182674407959,-2.286212682723999,-4.104434013366699,-3.670537233352661,-3.764310836791992
13,-3.0934202671051025,-2.6799373626708984,-3.432239532470703,-2.511237621307373,-3.874747753143311,-3.899148941040039
7,-2.5859375,-4.10546875,-3.546875,-3.85546875,-4.2890625,-5.01953125
