,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-6.203125,-11.2265625,-9.6953125,-9.125,-9.3359375,-10.03125
1,-5.625,-10.7890625,-9.796875,-9.5625,-9.671875,-10.40625
2,-6.640625,-10.65625,-9.8203125,-9.5546875,-9.6015625,-9.46875
3,-6.37109375,-11.609375,-11.28125,-11.5390625,-12.1328125,-11.8984375
4,-6.61328125,-9.4921875,-9.265625,-9.3828125,-9.0078125,-10.7265625
5,-6.15625,-12.1171875,-13.21875,-12.6875,-12.5625,-9.90625
6,-8.109375,-11.3515625,-10.640625,-11.609375,-11.7421875,-10.296875
7,-7.2578125,-9.671875,-10.453125,-10.234375,-9.9375,-11.0234375
8,-6.0703125,-11.1328125,-10.59375,-8.8671875,-9.2578125,-9.9453125
9,-5.02734375,-11.8828125,-10.796875,-11.7109375,-11.2578125,-10.796875
10,-6.078125,-10.5390625,-10.3046875,-11.140625,-10.3125,-10.5390625
11,-7.33984375,-13.96875,-12.21875,-12.140625,-10.5234375,-10.5234375
12,-9.375,-10.78125,-11.0625,-12.625,-11.6328125,-10.75
13,-6.46484375,-10.9140625,-11.2734375,-9.9296875,-10.3828125,-11.1015625
14,-8.4140625,-12.0,-11.3203125,-11.984375,-11.2734375,-11.4296875
15,-6.1015625,-10.015625,-10.1953125,-10.25,-10.453125,-9.2578125
16,-5.48828125,-10.546875,-10.28125,-10.0859375,-9.9609375,-10.4375
17,-9.703125,-12.3515625,-10.390625,-10.546875,-10.40625,-11.359375
18,-8.375,-9.7421875,-11.3125,-11.09375,-10.5390625,-10.5
19,-5.25,-11.2890625,-10.65625,-11.046875,-10.34375,-10.8046875
