,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-4.578125,-7.16796875,-7.83984375,-8.8359375,-9.546875,-9.96875
1,-3.876953125,-4.8984375,-6.75,-10.1953125,-9.5703125,-9.8515625
2,-4.734375,-5.640625,-5.484375,-9.96875,-9.59375,-8.21875
3,-3.814453125,-8.9296875,-9.8984375,-10.5859375,-9.9921875,-10.3125
4,-5.59765625,-7.046875,-10.3984375,-10.6953125,-10.984375,-11.265625
5,-4.26953125,-6.22265625,-8.078125,-9.515625,-9.6640625,-9.2109375
6,-3.705078125,-9.59375,-10.203125,-8.96875,-8.65625,-8.9453125
7,-4.40625,-11.2578125,-11.3828125,-10.6796875,-10.5234375,-10.765625
8,-3.521484375,-5.421875,-10.2109375,-9.7109375,-9.40625,-8.8515625
9,-3.982421875,-4.078125,-9.8359375,-9.625,-10.0078125,-9.8828125
10,-3.09375,-5.76953125,-10.2890625,-10.3203125,-9.953125,-9.953125
11,-3.2421875,-5.60546875,-10.3671875,-10.0234375,-10.3671875,-10.90625
12,-3.8515625,-10.5546875,-10.0234375,-9.9765625,-9.953125,-10.2578125
13,-4.69921875,-5.1953125,-5.42578125,-9.3125,-9.1171875,-9.3125
14,-3.744140625,-6.171875,-10.1171875,-10.109375,-9.9765625,-10.375
15,-3.10546875,-10.5859375,-10.3515625,-10.046875,-9.78125,-10.0859375
16,-3.44921875,-10.0390625,-10.453125,-10.1875,-10.2421875,-9.9296875
17,-3.1953125,-10.7578125,-10.2890625,-10.6875,-9.59375,-10.578125
18,-5.34375,-10.1484375,-9.6953125,-9.8203125,-9.71875,-9.6796875
19,-5.75,-9.2421875,-10.5,-10.9375,-10.8671875,-11.7265625
