,0,1,2
0,7.589610749256762,8.497655564320238,9.0928211574313
1,7.702779873715171,9.158128390734708,8.619628082951413
2,7.761931544919557,9.2494687937483,9.093298665783074
3,7.462294730657264,8.743834963931313,8.78980300999895
4,7.723129245902919,8.145235433457772,8.964161023007163
5,7.644822869119765,8.34100311617308,8.834782305850258
6,7.708369221264803,8.359030957765217,8.90065418677994
7,7.870763049548185,9.063128261324726,8.811096068273617
8,7.473707836489134,7.574219541911837,8.287362291843076
9,7.613822543470166,8.318953547900236,8.250092689900459
10,7.712424519695813,8.926148238363146,8.083873531486415
11,7.852927504913716,7.276970245264754,7.90582123527044
12,7.71204709644559,8.031044573723515,8.674888236613214
13,7.649394211588026,8.100707978840116,9.449598189245297
14,7.731956537463997,8.115910464902468,8.031552493421337
15,7.585964084576957,8.323985457118553,8.49794916080523
16,7.284751614437828,9.037914046758338,9.145217255700992
17,7.59711519313764,7.149211852158172,8.140083095695399
18,6.926044524470462,5.800466749939737,8.453218860867658
19,7.782646946967403,7.195364087744604,9.040428832814664
