,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-2.9497504234313965,-4.440682888031006,-4.661583423614502,-12.51384735107422,-10.981555938720703,-12.400347709655762
1,-2.3221466541290283,-4.298728942871094,-10.694779396057127,-11.316509246826172,-11.61882209777832,-11.010923385620115
2,-2.2776448726654053,-10.777161598205566,-10.299722671508787,-10.087300300598145,-10.550580978393556,-10.983335494995115
4,-1.9455540180206297,-3.479788064956665,-11.714889526367188,-10.987969398498535,-11.025263786315918,-11.999366760253906
3,-2.617106676101685,-11.31949520111084,-10.582307815551758,-10.633370399475098,-10.827406883239746,-11.272989273071287
5,-3.063387870788574,-4.258729457855225,-10.674903869628906,-10.919739723205566,-10.056488990783691,-11.428993225097656
7,-2.140138626098633,-10.42136001586914,-11.038522720336914,-10.50282382965088,-9.584646224975586,-10.644184112548828
6,-2.9185590744018555,-2.9694314002990723,-3.693213701248169,-11.400936126708984,-10.532811164855955,-11.102124214172363
8,-2.367328643798828,-5.624809265136719,-11.358762741088867,-10.247711181640623,-10.509698867797852,-11.17477035522461
15,-2.5086514949798584,-10.431808471679688,-10.782320976257324,-9.950960159301758,-10.363737106323242,-11.06312370300293
9,-2.177400588989258,-10.743878364562988,-11.23946475982666,-10.814608573913574,-11.17238426208496,-11.628923416137695
14,-2.449967861175537,-12.60934066772461,-10.460033416748049,-8.457719802856445,-9.110158920288086,-10.293097496032717
10,-2.6207141876220703,-8.691439628601074,-10.704176902770996,-10.08241844177246,-9.721860885620115,-10.33522891998291
12,-2.209495306015014,-11.829933166503906,-11.25959014892578,-10.848572731018066,-10.342803955078123,-11.210269927978516
11,-1.9729857444763184,-5.147115230560303,-12.708154678344728,-13.529614448547363,-10.98834991455078,-12.413020133972168
13,-2.242620944976806,-3.374342679977417,-10.55094051361084,-10.645113945007324,-10.544896125793455,-10.581228256225586
16,-2.3214428424835205,-2.616162776947021,-12.469285011291504,-11.678049087524414,-11.678049087524414,-12.656054496765137
17,-2.6780219078063965,-10.979878425598145,-11.17013454437256,-10.516990661621094,-10.098926544189451,-11.162090301513672
18,-3.496513843536377,-5.440993785858154,-6.7789225578308105,-10.829782485961914,-11.08905029296875,-11.216304779052734
19,-2.4913902282714844,-12.524321556091309,-11.6796293258667,-11.045494079589844,-10.643888473510742,-11.439629554748535
