,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
1,-2.5438029766082764,-5.110556125640869,-11.395158767700195,-11.505428314208984,-11.411090850830078,-11.010923385620115
3,-3.866885185241699,-11.63780689239502,-10.774378776550291,-10.47634506225586,-10.379194259643556,-11.272989273071287
8,-3.8473849296569824,-6.607819080352783,-11.591634750366213,-10.92295742034912,-11.127657890319824,-11.17477035522461
2,-2.935222625732422,-11.330055236816406,-10.513700485229492,-10.370086669921877,-10.68563747406006,-10.983335494995115
14,-2.5807104110717773,-12.743977546691896,-11.03452491760254,-10.000272750854492,-9.89833641052246,-10.293097496032717
12,-2.4233341217041016,-12.637056350708008,-11.24256992340088,-10.647759437561035,-11.097817420959473,-11.210269927978516
21,-4.341317653656006,-12.192378997802734,-12.236577987670898,-12.143627166748049,-10.815003395080566,-10.872252464294434
23,-3.5742905139923096,-4.1527276039123535,-6.8847479820251465,-7.056344985961914,-12.115799903869627,-10.105100631713867
9,-2.407554626464844,-11.259928703308104,-11.467989921569824,-11.15407943725586,-11.461724281311035,-11.628923416137695
11,-2.825336456298828,-7.382318496704102,-12.965291976928713,-13.139598846435549,-11.560670852661133,-12.413020133972168
10,-2.6210532188415527,-10.60902976989746,-10.596649169921877,-10.167330741882324,-9.880793571472168,-10.33522891998291
20,-2.6320137977600098,-11.209228515625,-12.20453929901123,-11.336748123168944,-11.090965270996094,-10.056598663330078
0,-4.335628032684326,-5.4126482009887695,-5.0614914894104,-12.622200965881348,-11.44821834564209,-12.400347709655762
15,-2.9279561042785645,-11.447361946105955,-10.49302864074707,-10.336447715759276,-10.548553466796877,-11.06312370300293
5,-3.5454463958740234,-5.942776203155518,-11.316853523254396,-11.093297958374023,-11.506559371948242,-11.428993225097656
6,-4.346035003662109,-5.003992557525635,-4.125903129577637,-11.23603630065918,-10.666830062866213,-11.102124214172363
17,-2.9908268451690674,-11.428887367248535,-11.740954399108888,-11.02219009399414,-10.300118446350098,-11.162090301513672
18,-5.438420295715332,-7.565659999847412,-8.363550186157227,-11.334224700927734,-11.370837211608888,-11.216304779052734
19,-2.791764259338379,-11.724905967712402,-11.26581859588623,-11.518341064453123,-10.895126342773438,-11.439629554748535
16,-3.3473291397094727,-4.759726524353027,-12.327178955078123,-12.34696102142334,-12.680002212524414,-12.656054496765137
4,-2.412334680557251,-5.2829790115356445,-12.081883430480955,-11.989825248718262,-11.236730575561523,-11.999366760253906
13,-3.1559109687805176,-7.427175521850586,-11.01837921142578,-10.745012283325195,-10.640230178833008,-10.581228256225586
7,-2.4609375,-11.3125,-11.0703125,-11.15625,-10.3046875,-10.6484375
