,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-3.661520957946777,-1.6065101623535156,-1.5179362297058103,-3.4482641220092773,-4.237140655517578,-4.749313831329346
1,-3.636043787002564,-4.195212841033936,-4.002480506896973,-3.8142497539520255,-3.233638048171997,-3.814464092254639
2,-4.148086071014404,-2.619036674499512,-2.607069492340088,-2.075248956680298,-3.28386664390564,-3.549506187438965
4,-3.2156219482421875,-3.281313896179199,-3.073557615280152,-3.199474811553955,-3.573312282562256,-3.631080389022827
3,-3.1887335777282715,-2.6985955238342285,-4.196813583374023,-3.440325736999512,-3.493603467941284,-3.9802498817443848
5,-5.722431659698486,-5.094209671020508,-3.2833642959594727,-2.916146755218506,-2.3883824348449707,-4.892498016357422
7,-4.76225471496582,-6.480559825897217,-3.8555119037628174,-3.5827085971832275,-2.940720558166504,-4.547895908355713
6,-5.017180442810059,-3.3066086769104004,-4.4536895751953125,-2.6142220497131348,-3.863753318786621,-4.1361188888549805
8,-4.720901012420654,-3.2395904064178467,-3.2830405235290527,-3.210404396057129,-3.086800098419189,-3.0618736743927
15,-3.457246780395508,-3.0685365200042725,-3.862379312515259,-3.996063232421875,-3.965904712677002,-4.414813041687012
9,-3.7412848472595215,-4.2251410484313965,-3.545382499694824,-3.47733473777771,-3.349189519882202,-3.782861709594727
14,-3.025026798248291,-1.41523277759552,-2.711636066436768,-3.068135499954224,-4.186544895172119,-4.513103485107422
10,-3.65610671043396,-2.091525077819824,-3.342796564102173,-4.06519889831543,-3.364855527877808,-3.760960102081299
12,-3.843212604522705,-3.461742877960205,-3.977886438369751,-3.524860143661499,-2.9642934799194336,-3.6168856620788574
11,-3.6190478801727295,-1.843378663063049,-2.3560917377471924,-2.35506534576416,-3.97292160987854,-3.601924657821656
13,-4.324789524078369,-2.8272809982299805,-3.2689032554626465,-3.803421020507813,-3.724586248397827,-4.493205547332764
16,-4.377574443817139,-3.687045097351074,-3.860557794570923,-3.227134943008423,-3.0433082580566406,-3.4456095695495605
17,-4.979163646697998,-3.530794143676758,-3.536191701889038,-3.9111533164978014,-3.856835603713989,-4.802617073059082
18,-4.9645280838012695,-4.153232097625732,-2.99947452545166,-2.99947452545166,-3.5866620540618896,-4.576452255249023
19,-4.81224536895752,-3.1289687156677246,-3.329636812210083,-4.405879497528076,-3.761880159378052,-3.35923171043396
