,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-5.5703125,-14.4296875,-13.9453125,-13.859375,-13.28125,-16.25
1,-7.671875,-14.0859375,-16.796875,-16.34375,-14.5546875,-15.78125
2,-5.60546875,-14.296875,-12.984375,-12.5078125,-12.5625,-14.6796875
3,-5.98046875,-14.8984375,-16.015625,-15.2890625,-13.78125,-13.734375
4,-5.77734375,-13.1640625,-16.359375,-14.4375,-13.984375,-18.703125
5,-5.91015625,-15.875,-15.6171875,-14.015625,-13.625,-13.6171875
6,-6.24609375,-14.15625,-13.28125,-13.28125,-13.28125,-17.328125
7,-6.09375,-13.96875,-16.1875,-12.8125,-13.734375,-15.75
8,-6.73828125,-13.71875,-12.5546875,-11.734375,-11.640625,-14.34375
9,-5.9921875,-15.1015625,-12.3515625,-15.0234375,-14.34375,-16.484375
10,-7.32421875,-13.9453125,-13.6015625,-13.0234375,-13.0703125,-14.25
11,-6.93359375,-14.0546875,-16.875,-14.578125,-14.640625,-16.609375
12,-6.0234375,-15.421875,-14.9609375,-14.515625,-14.5703125,-14.5546875
13,-7.140625,-16.21875,-15.96875,-11.671875,-12.3046875,-14.453125
14,-4.7421875,-11.1796875,-11.4765625,-13.3828125,-12.3515625,-13.8515625
15,-5.8125,-14.21875,-16.453125,-14.515625,-13.2578125,-16.90625
16,-7.8671875,-13.4609375,-14.875,-15.3203125,-14.390625,-15.6875
17,-6.3671875,-15.3046875,-14.4765625,-15.53125,-15.28125,-16.640625
18,-5.4921875,-14.4296875,-13.75,-12.4609375,-12.28125,-15.53125
19,-5.25,-14.6171875,-14.421875,-14.3515625,-15.2890625,-11.8984375
