,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-7.4453125,-11.4921875,-10.859375,-10.4140625,-11.0234375,-11.140625
1,-6.81640625,-10.15625,-11.046875,-11.1328125,-10.3359375,-11.8359375
2,-7.37109375,-10.9140625,-12.3203125,-11.71875,-11.5859375,-11.5703125
3,-7.44921875,-14.6171875,-13.609375,-11.9375,-10.3515625,-9.5859375
4,-7.79296875,-14.140625,-13.1171875,-13.1953125,-12.0390625,-11.921875
5,-8.15625,-7.92578125,-9.7890625,-11.7109375,-10.40625,-9.78125
6,-9.1640625,-11.421875,-13.859375,-12.375,-11.5625,-12.546875
7,-8.3671875,-12.421875,-11.421875,-10.40625,-10.515625,-11.5546875
8,-7.11328125,-13.1953125,-12.140625,-12.03125,-11.40625,-12.0390625
9,-8.5625,-10.2265625,-8.8359375,-11.546875,-10.8359375,-10.3515625
10,-8.4375,-11.9765625,-13.53125,-14.015625,-12.6328125,-11.7734375
11,-8.859375,-9.6484375,-11.40625,-10.640625,-11.015625,-11.546875
12,-7.3046875,-11.75,-11.15625,-10.5078125,-12.7265625,-12.15625
13,-7.76953125,-11.3125,-11.578125,-11.1171875,-10.8203125,-11.2890625
14,-10.421875,-8.1171875,-10.0703125,-11.953125,-9.3984375,-12.3046875
15,-7.41796875,-13.4375,-13.6484375,-13.9375,-13.6328125,-15.015625
16,-7.5546875,-12.3359375,-11.75,-10.625,-10.8125,-10.921875
17,-10.3359375,-12.859375,-11.8515625,-12.046875,-10.8203125,-9.484375
18,-6.890625,-11.421875,-11.4453125,-10.921875,-10.21875,-10.5
19,-9.3125,-5.54296875,-10.3984375,-10.875,-9.9765625,-11.359375
