,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-9.9609375,-9.0546875,-9.0703125,-8.96875,-8.9140625,-9.015625
1,-8.1875,-7.8046875,-8.1484375,-8.6328125,-8.484375,-9.1015625
2,-6.96875,-7.46484375,-8.1015625,-7.77734375,-7.46875,-7.81640625
3,-7.03125,-7.5546875,-8.5078125,-8.5703125,-8.1796875,-8.640625
4,-7.3828125,-6.5390625,-5.23046875,-8.046875,-7.80078125,-8.7890625
5,-7.25,-8.5390625,-8.25,-7.5234375,-7.45703125,-6.4921875
6,-7.34375,-8.7109375,-8.0390625,-7.75390625,-6.9609375,-8.5078125
7,-7.95703125,-7.3203125,-9.484375,-9.2578125,-9.296875,-8.8828125
8,-9.15625,-9.53125,-8.2734375,-8.8203125,-8.59375,-8.96875
9,-7.96875,-8.53125,-8.0390625,-7.98828125,-8.078125,-8.5859375
10,-7.84765625,-7.2265625,-7.80078125,-7.69140625,-8.453125,-7.91015625
11,-7.78125,-8.3046875,-8.390625,-8.0390625,-7.453125,-7.1328125
12,-7.46484375,-8.09375,-8.21875,-9.375,-8.8046875,-8.828125
13,-6.37109375,-7.09765625,-5.35546875,-8.0390625,-7.39453125,-8.0703125
14,-7.4140625,-9.7890625,-8.9921875,-8.9140625,-8.796875,-8.9296875
15,-7.0390625,-9.8515625,-8.234375,-8.515625,-8.21875,-8.625
16,-6.68359375,-8.5625,-8.0703125,-7.9453125,-7.8203125,-8.484375
17,-9.1796875,-8.6875,-8.7734375,-8.5234375,-8.2578125,-8.2109375
18,-7.5,-9.5859375,-8.9453125,-8.6640625,-8.3359375,-8.546875
19,-7.30078125,-7.10546875,-6.640625,-7.59375,-8.703125,-8.359375
