,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-7.765625,-8.5078125,-8.9140625,-8.8515625,-8.8515625,-9.015625
1,-7.0546875,-7.50390625,-7.43359375,-8.0703125,-8.375,-9.1015625
2,-6.26171875,-6.44140625,-8.1875,-7.40234375,-7.828125,-7.81640625
3,-6.12890625,-6.8203125,-8.328125,-8.0625,-8.0703125,-8.640625
4,-6.6015625,-5.52734375,-4.93359375,-7.2421875,-7.84765625,-8.7890625
5,-6.34765625,-8.515625,-8.3515625,-7.7109375,-7.40625,-6.4921875
6,-6.703125,-8.3359375,-8.6328125,-7.51171875,-6.83984375,-8.5078125
7,-7.34765625,-6.375,-9.15625,-9.609375,-9.3515625,-8.8828125
8,-7.83984375,-8.6796875,-8.4765625,-8.7421875,-8.1015625,-8.96875
9,-7.15234375,-8.046875,-8.1640625,-8.265625,-8.15625,-8.5859375
10,-7.5234375,-7.484375,-7.703125,-7.48046875,-8.4375,-7.91015625
11,-6.3046875,-8.0703125,-8.3203125,-7.79296875,-7.65625,-7.1328125
12,-7.12890625,-7.28515625,-7.6796875,-8.8359375,-8.984375,-8.828125
13,-7.0234375,-6.88671875,-5.31640625,-7.26953125,-7.6015625,-8.0703125
14,-7.28125,-9.5859375,-8.2734375,-8.4140625,-8.4375,-8.9296875
15,-6.65234375,-8.328125,-7.07421875,-7.96875,-7.5,-8.625
16,-6.40625,-8.3046875,-8.3046875,-8.296875,-7.99609375,-8.484375
17,-7.203125,-7.98046875,-8.8828125,-8.3515625,-8.421875,-8.2109375
18,-7.39453125,-9.1328125,-8.375,-8.5078125,-7.87109375,-8.546875
19,-6.52734375,-6.5546875,-5.296875,-7.16796875,-8.5546875,-8.359375
