,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin,agent0_222,agent1_222,agent2_222,agent3_222,agent4_222,agent5_222
0,-0.4005336761474609,-0.2410496324300766,-0.1404551714658737,-0.1549979746341705,-0.1112630665302276,-0.243421196937561,-0.8890299797058105,-1.9867243766784668,-10.94676399230957,-8.798135757446289,-9.209519386291504,-12.283342361450195
2,-0.6592921018600464,-0.2254647761583328,-0.0847318470478057,-0.0760751143097877,-0.0760751143097877,-0.0955262705683708,-0.6299747824668884,-0.1836695224046707,-3.275296688079834,-14.26301097869873,-14.26301097869873,-15.316383361816406
4,-0.651769757270813,-0.3154063522815704,-0.2114235311746597,-0.1023816689848899,-0.1212804988026619,-0.1069211438298225,-1.5273206233978271,-0.2946924269199371,-0.1034931242465972,-3.633831739425659,-8.571551322937012,-13.778275489807127
6,-0.7186886668205261,-0.1365562826395034,-0.1542551666498184,-0.0967913120985031,-0.1082028821110725,-0.1134540662169456,-1.7188434600830078,-0.3716368973255157,-0.042454894632101,-0.0616247430443763,-7.025671005249023,-12.81869888305664
5,-0.3153886198997497,-0.2910144627094269,-0.0892507880926132,-0.0725467875599861,-0.0982358679175376,-0.2305621653795242,-0.5630971193313599,-4.10134220123291,-2.639323711395264,-0.3445443511009216,-14.162201881408691,-15.953463554382324
1,-0.5264593958854675,-0.8723799586296082,-1.425207495689392,-0.2018366158008575,-0.2886210680007934,-0.2715916037559509,-0.6468327641487122,-0.596477746963501,-1.0290545225143433,-4.058675289154053,-28.053022384643555,-36.06691360473633
3,-0.5220094323158264,-0.1418405324220657,-0.1022545769810676,-0.1055449768900871,-0.1030576527118682,-0.09574706107378,-2.2506327629089355,-6.512332439422607,-3.0098977088928223,-3.300140857696533,-10.017290115356444,-12.638582229614258
7,-1.2671905755996704,-0.7948200106620789,-0.0601757317781448,-0.0956717729568481,-0.1466783136129379,-0.5804582834243774,-0.9366366863250732,-0.354955643415451,-3.0944318771362305,-0.9022272825241088,-6.307610511779785,-18.827449798583984
8,-1.172419190406799,-0.5690813064575195,-0.0739887952804565,-0.0896612033247947,-0.0894054919481277,-0.1102701276540756,-0.9010472893714904,-0.0497566983103752,-0.6379581689834595,-10.920900344848633,-10.359654426574709,-14.526299476623535
10,-0.7604217529296875,-0.2433173656463623,-0.2120887190103531,-0.0859181657433509,-0.108074277639389,-0.228374108672142,-1.0608201026916504,-1.276769995689392,-0.8929101824760437,-10.940681457519531,-8.993135452270508,-10.487592697143556
12,-0.8173865079879761,-0.0679529979825019,-0.0493990369141101,-0.0552196502685546,-0.0477264337241649,-0.0847854018211364,-1.6413558721542358,-0.2420072704553604,-0.509306013584137,-6.537537097930908,-10.497112274169922,-14.177095413208008
14,-0.8193696737289429,-0.1811981201171875,-0.1015491858124733,-0.1163899153470993,-0.167237102985382,-0.1812919974327087,-0.9169822931289672,-0.0996357500553131,-2.5267179012298584,-13.507162094116213,-13.758685111999512,-13.999943733215332
13,-1.1633857488632202,-0.0805145949125289,-0.029983440414071,-0.0256113000214099,-0.0458127260208129,-0.0912997722625732,-0.6646054983139038,-0.545149028301239,-0.0925120636820793,-0.4541763067245483,-12.242890357971191,-14.136998176574709
11,-0.8756269216537476,-0.285195916891098,-0.1854463517665863,-0.3951563537120819,-0.1568008363246917,-0.4212051033973694,-0.7100098729133606,-0.2016343772411346,-5.696904182434082,-0.8546826839447021,-35.50859832763672,-31.277143478393555
9,-0.6981281042098999,-0.5098167061805725,-0.1279325932264328,-0.0590482465922832,-0.1168554201722145,-0.13035449385643,-0.8308984637260437,-0.2620122134685516,-13.011301040649414,-12.364212989807127,-16.49941635131836,-22.33484649658203
15,-0.3679445087909698,-0.2122746109962463,-0.1302956789731979,-0.3218914270401001,-0.325096070766449,-0.2988659143447876,-0.052550621330738,-6.1952338218688965,-14.61137866973877,-12.409127235412598,-12.095158576965332,-11.938631057739258
18,-0.3406608700752258,-0.2826682031154632,-0.096678651869297,-0.0957452207803726,-0.1186041310429573,-0.1131190955638885,-1.380358099937439,-0.9262791872024536,-10.208210945129396,-12.941896438598633,-14.0939359664917,-14.893462181091309
16,-0.4529019892215729,-0.1848143339157104,-0.1279135048389434,-0.0606141872704029,-0.0807122215628624,-0.0892209112644195,-0.6981843113899231,-4.453892230987549,-3.476109504699707,-12.270955085754396,-7.985891342163086,-21.19631767272949
19,-0.8283637762069702,-0.670494556427002,-0.0630373060703277,-0.1471079140901565,-0.1536154896020889,-0.1854960620403289,-1.2503126859664917,-0.0699033662676811,-2.831233501434326,-8.318634033203125,-11.3063325881958,-13.710429191589355
17,-0.8524439334869385,-0.1156511008739471,-0.1611922234296798,-0.0277700778096914,-0.0525085441768169,-0.0570056736469268,-0.5014710426330566,-0.7416545152664185,-0.6508552432060242,-0.2361111938953399,-0.4014097452163696,-0.0679353401064872
