,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-8.46875,-9.03125,-9.078125,-9.0390625,-9.625,-9.0625
1,-7.09765625,-8.7265625,-8.46875,-8.1015625,-7.51171875,-8.15625
2,-7.43359375,-9.703125,-8.0546875,-8.0390625,-8.0625,-7.98828125
3,-7.1796875,-8.9765625,-8.5,-8.3125,-8.53125,-8.2890625
4,-8.4765625,-8.7734375,-8.9765625,-8.03125,-8.109375,-8.15625
5,-7.4765625,-8.1015625,-9.09375,-8.828125,-8.9609375,-9.0625
6,-7.859375,-8.484375,-8.921875,-8.0234375,-8.1875,-7.58984375
7,-8.9921875,-9.8359375,-10.5078125,-9.296875,-8.6328125,-9.265625
8,-8.1875,-8.0703125,-9.171875,-9.1328125,-9.0,-9.2421875
9,-8.4453125,-8.6953125,-8.96875,-8.8984375,-8.78125,-9.1171875
10,-7.80859375,-8.6015625,-8.2734375,-8.890625,-8.71875,-8.8203125
11,-8.6328125,-8.953125,-9.171875,-8.984375,-9.3671875,-9.6953125
12,-7.9921875,-8.4140625,-8.6875,-8.3828125,-8.4296875,-7.68359375
13,-6.94140625,-9.078125,-7.64453125,-7.8046875,-7.76953125,-8.40625
14,-8.4375,-10.40625,-9.125,-9.265625,-9.0234375,-9.203125
15,-7.68359375,-8.0625,-6.99609375,-8.15625,-7.671875,-8.1015625
16,-7.4296875,-8.9375,-8.375,-8.5234375,-8.0703125,-8.3046875
17,-8.53125,-9.4453125,-8.4921875,-8.3515625,-8.1875,-8.15625
18,-8.40625,-10.3984375,-10.34375,-8.9453125,-8.5625,-9.0234375
19,-7.92578125,-9.203125,-8.828125,-8.734375,-8.2890625,-8.265625
