,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-1.7646414041519165,-3.1271979808807373,-6.392648696899414,-5.462516784667969,-7.141233444213867,-6.739755630493164
1,-1.2626621723175049,-2.6287612915039062,-4.462254047393799,-5.411622047424316,-5.876638889312744,-7.315924167633057
2,-1.19849956035614,-3.2628045082092285,-2.044027805328369,-2.564895868301392,-2.032515525817871,-1.3541913032531738
3,-1.950673460960388,-1.7762959003448486,-1.8754712343215945,-1.7854526042938232,-4.069021224975586,-4.091307163238525
5,-1.1391950845718384,-2.6182963848114014,-4.554988384246826,-6.875591278076172,-7.8692731857299805,-7.598793983459473
7,-2.0091917514801025,-4.689425945281982,-7.153754234313965,-7.860696315765381,-8.940045356750488,-8.919587135314941
6,-0.857225239276886,-3.809348344802856,-4.713143825531006,-4.399352550506592,-5.596565246582031,-6.7243499755859375
8,-1.380359768867493,-2.788445234298706,-6.083155632019043,-8.02701187133789,-8.350672721862793,-7.732206344604492
9,-1.0033825635910034,-1.2871617078781128,-5.769085884094238,-3.119740724563598,-4.1317291259765625,-5.217983722686768
10,-2.115590810775757,-6.036940574645996,-6.652319431304932,-6.868719100952148,-6.59769868850708,-8.38582706451416
11,-1.3444948196411133,-3.056251049041748,-5.806943893432617,-6.9959917068481445,-7.113499164581299,-7.354476451873779
13,-1.237305998802185,-3.4954171180725098,-5.135282039642334,-7.663947582244873,-8.015978813171387,-7.974417686462402
12,-1.365478754043579,-3.739025115966797,-3.2066221237182617,-2.21097469329834,-4.508978366851807,-5.152624130249023
14,-1.4144935607910156,-3.231608390808105,-6.922061920166016,-7.216274738311768,-7.090906620025635,-6.917525291442871
23,-0.9616787433624268,-2.045319080352783,-5.972832679748535,-8.226289749145508,-7.2478928565979,-6.698090076446533
16,-1.316836953163147,-2.434103488922119,-1.7831779718399048,-6.765480995178223,-7.807777404785156,-7.146482467651367
17,-2.754003524780273,-3.779529094696045,-8.06108570098877,-8.522828102111816,-8.407252311706543,-8.599870681762695
18,-1.0790469646453855,-4.024188995361328,-5.725396633148193,-7.306656837463379,-7.625232696533203,-7.139029502868652
19,-1.74139666557312,-2.937727451324463,-5.103268623352051,-6.736294269561768,-7.298331260681152,-7.331958770751953
4,-2.026556968688965,-2.352740526199341,-6.488325119018555,-5.343714714050293,-7.121298789978027,-6.3082275390625
22,-1.1511636972427368,-3.778367519378662,-3.812605381011963,-3.816157341003418,-6.490350246429443,-6.833791732788086
21,-1.1521596908569336,-4.14681339263916,-6.139772415161133,-7.050675392150879,-6.0362629890441895,-6.320357322692871
15,-1.067916750907898,-2.95465087890625,-7.170199871063232,-7.472523212432861,-7.467391967773437,-7.611821174621582
20,-0.9902480840682985,-3.5548107624053955,-2.538481950759888,-4.498778820037842,-6.7064714431762695,-6.8983235359191895
