,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-2.646484375,-5.015625,-5.21875,-4.41015625,-4.14453125,-5.23828125
1,-2.99609375,-5.390625,-6.0,-5.703125,-6.2265625,-6.57421875
2,-2.583984375,-5.20703125,-5.98828125,-5.140625,-4.71875,-5.96875
3,-2.375,-5.21484375,-4.45703125,-4.40625,-4.38671875,-6.0390625
4,-3.4453125,-7.484375,-6.8359375,-5.88671875,-5.953125,-6.14453125
5,-3.37109375,-5.3203125,-6.35546875,-5.84375,-5.6875,-6.3046875
6,-2.638671875,-5.640625,-4.58984375,-4.28125,-4.28125,-6.15234375
7,-2.6796875,-5.54296875,-4.6953125,-5.265625,-5.2890625,-5.80078125
8,-2.154296875,-5.1171875,-4.23046875,-3.85546875,-3.8515625,-4.796875
9,-2.66796875,-4.7890625,-5.5859375,-5.10546875,-4.19140625,-5.609375
10,-2.75,-5.90234375,-5.4375,-5.68359375,-4.99609375,-6.125
11,-2.416015625,-4.625,-4.62890625,-4.53125,-4.1953125,-5.3359375
12,-2.94140625,-5.0546875,-5.46875,-5.5,-5.96875,-6.36328125
13,-2.69921875,-5.49609375,-4.99609375,-4.609375,-4.609375,-5.2734375
14,-1.7646484375,-5.90234375,-5.3828125,-5.6796875,-5.3828125,-6.12890625
15,-2.45703125,-4.87109375,-5.4609375,-4.84375,-4.84375,-6.18359375
16,-3.341796875,-5.41796875,-4.5859375,-5.90625,-6.10546875,-6.50390625
17,-3.40234375,-6.89453125,-5.23046875,-4.19140625,-4.171875,-5.7421875
18,-2.75390625,-5.9609375,-5.1953125,-4.5546875,-4.57421875,-5.98046875
19,-2.837890625,-5.38671875,-5.1640625,-4.8671875,-4.859375,-6.375
