,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-5.854991912841797,-5.442623138427734,-4.8322434425354,-5.421061992645264,-6.583770751953125,-6.658087730407715
1,-5.400138854980469,-6.33962869644165,-6.49765682220459,-6.403883934020996,-6.674511909484863,-6.286176681518555
2,-4.921244144439697,-6.32863712310791,-6.411750316619873,-6.462541103363037,-6.235906600952148,-5.891857624053955
3,-5.613132476806641,-5.158669948577881,-6.177651882171631,-5.395144462585449,-6.434446334838867,-5.63177490234375
5,-5.413297653198242,-6.047266006469727,-5.746939182281494,-5.231959819793701,-5.699377536773682,-5.358026504516602
7,-5.250820159912109,-5.211184501647949,-6.651747703552246,-5.923610210418701,-6.111572742462158,-6.29561185836792
6,-5.641149997711182,-4.654968738555908,-6.224061012268066,-6.508276462554932,-7.941184997558594,-7.47385311126709
8,-5.247971534729004,-5.093462467193604,-6.41147518157959,-6.521732807159424,-7.014331817626953,-6.147814750671387
9,-5.869858264923096,-5.745257377624512,-6.326830387115479,-6.404712677001953,-6.396728515625,-6.691816329956055
10,-6.037874221801758,-4.9474968910217285,-5.786001205444336,-5.998950481414795,-6.256640911102295,-5.869095325469971
11,-5.359705924987793,-6.2536797523498535,-6.663198471069336,-6.188113689422607,-6.168280601501465,-6.261392593383789
13,-5.914124011993408,-5.948902606964111,-6.335222244262695,-7.0103960037231445,-6.855394840240479,-6.325899600982666
12,-6.548876762390137,-6.148072719573975,-6.334993839263916,-6.581884384155273,-6.386565208435059,-5.851748466491699
14,-6.178252220153809,-6.181633472442627,-5.582736968994141,-6.139178276062012,-5.788695812225342,-6.186893939971924
23,-5.880722999572754,-5.459806442260742,-6.427413463592529,-7.529906272888184,-7.801668643951416,-7.6619696617126465
16,-5.222925662994385,-5.737905025482178,-6.048083782196045,-6.489705562591553,-6.388585090637207,-6.379517078399658
17,-5.213204860687256,-5.196866035461426,-5.844621181488037,-6.58229923248291,-6.963788032531738,-6.116007328033447
18,-5.524272441864014,-6.563943386077881,-6.953005790710449,-7.069444179534912,-9.071115493774414,-8.788509368896484
19,-7.01203727722168,-6.005558490753174,-5.968480110168457,-7.125641822814941,-6.902933120727539,-6.359000205993652
4,-5.068170547485352,-6.892514705657959,-5.784543037414551,-5.197489738464356,-6.780160427093506,-6.904036045074463
22,-6.4545207023620605,-5.7651214599609375,-8.268312454223633,-6.137199401855469,-6.46813440322876,-6.579497337341309
21,-6.052406311035156,-6.508081912994385,-5.60065507888794,-6.572237968444824,-6.9337687492370605,-6.338181495666504
15,-6.436123847961426,-6.807758331298828,-5.294960021972656,-5.396415710449219,-6.721859455108643,-6.516278266906738
20,-6.5936055183410645,-5.830455303192139,-5.121816158294678,-5.582193374633789,-6.725160598754883,-7.289157390594482
