,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-8.609375,-11.265625,-11.1171875,-11.1796875,-13.28125,-11.8828125
1,-8.046875,-12.0546875,-13.078125,-12.828125,-12.53125,-14.4453125
2,-8.125,-10.328125,-11.3046875,-10.0078125,-13.0234375,-14.7109375
3,-8.3515625,-10.1171875,-9.6640625,-10.328125,-8.9921875,-8.7421875
4,-8.59375,-10.28125,-11.234375,-11.296875,-11.4375,-12.4296875
5,-8.71875,-11.390625,-9.1015625,-8.6875,-8.5,-10.390625
6,-9.6328125,-11.65625,-9.8359375,-12.09375,-13.4453125,-13.15625
7,-8.03125,-10.8828125,-11.34375,-10.1484375,-9.0390625,-11.8828125
8,-9.078125,-12.59375,-11.1484375,-10.7109375,-14.5390625,-14.03125
9,-8.4765625,-12.7109375,-11.71875,-11.3125,-10.78125,-11.4296875
10,-9.109375,-12.390625,-13.4921875,-14.3515625,-12.890625,-15.921875
11,-8.390625,-10.6171875,-9.328125,-10.4375,-9.3984375,-10.4375
12,-9.1640625,-10.84375,-12.0859375,-12.4453125,-11.234375,-11.3203125
13,-8.1796875,-10.9296875,-11.703125,-10.2578125,-10.265625,-12.6171875
14,-8.8046875,-12.109375,-12.6953125,-12.125,-12.21875,-13.1953125
15,-7.63671875,-9.78125,-9.3046875,-10.1875,-8.84375,-11.8046875
16,-8.1953125,-10.6875,-10.9296875,-10.265625,-10.9921875,-12.5078125
17,-7.78515625,-11.53125,-11.28125,-11.53125,-10.578125,-11.5078125
18,-8.7578125,-13.234375,-10.1328125,-14.3046875,-13.0546875,-11.46875
19,-8.1484375,-11.4921875,-10.59375,-10.515625,-10.3515625,-11.5546875
