,0,1,2
0,8.314872536478163,8.79820816184901,9.577107217040243
1,8.072343606586697,8.64392700919622,8.700053371960603
2,8.282158776778209,8.337169538570356,9.294926773747312
3,7.587394185609455,7.074631194826923,9.613215209864364
4,8.07134309116798,7.463710248923,9.65634748000133
5,7.925206870066969,8.23882183847548,9.134898441652709
6,8.061108540885057,7.597821378104294,8.238780164115036
7,8.051005027867571,9.104489389250553,9.747426064406769
8,8.037315008911905,8.255871289893042,9.356112668484071
9,8.169711028473287,8.358944443811344,8.651945345914816
10,7.8059532358676575,7.752423402327525,9.225788502753536
11,7.939047180851803,7.705386142489276,8.519010860105103
12,8.027223101748696,8.052666007416157,9.586024378523042
13,8.065076040919823,8.5317492303969,9.019453688512874
14,7.8092899974388414,8.450764745398413,8.979543627968317
15,8.17239109715329,8.231742412229128,8.842752150040639
16,8.119447483593904,7.904491294184817,8.837658870069287
17,8.13872832286207,8.683454378345346,8.9144245292567
18,7.893822892104523,8.637275321574151,8.965427454212044
19,7.946352951436103,6.871957899648932,9.731133709678168
