,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-5.3203125,-12.2890625,-14.296875,-13.3984375,-13.453125,-13.21875
1,-5.97265625,-11.125,-11.953125,-11.859375,-12.1875,-13.234375
2,-5.84375,-10.8046875,-12.2109375,-10.734375,-12.53125,-13.40625
3,-5.49609375,-12.9140625,-13.421875,-12.046875,-11.609375,-12.8125
4,-5.07421875,-6.5546875,-8.0390625,-11.0,-11.3125,-11.5546875
5,-5.109375,-11.7734375,-13.6015625,-13.625,-12.796875,-13.296875
6,-4.9765625,-7.35546875,-12.1796875,-11.4296875,-11.640625,-12.34375
7,-5.09765625,-5.73828125,-12.2265625,-10.9921875,-11.96875,-12.1875
8,-5.52734375,-11.6953125,-11.9140625,-11.9609375,-11.953125,-13.25
9,-5.16015625,-12.71875,-10.921875,-10.9375,-11.6875,-12.84375
10,-5.5,-9.5234375,-13.2890625,-11.5078125,-12.125,-12.2890625
11,-5.37890625,-11.1328125,-12.3125,-12.5625,-12.6171875,-13.1640625
12,-5.4921875,-11.2734375,-11.8125,-12.453125,-10.5390625,-11.875
13,-5.37109375,-10.34375,-12.546875,-10.765625,-12.3828125,-11.0390625
14,-6.0234375,-8.2421875,-9.46875,-12.6953125,-8.46875,-10.3046875
15,-4.64453125,-11.703125,-11.828125,-11.8828125,-11.9296875,-12.2890625
16,-5.6953125,-9.0234375,-11.65625,-11.7265625,-12.0703125,-11.546875
17,-5.5703125,-11.984375,-12.5234375,-11.625,-10.84375,-10.5390625
18,-5.24609375,-6.58984375,-9.8671875,-11.703125,-10.921875,-11.875
19,-5.4921875,-10.53125,-13.4609375,-13.484375,-12.578125,-12.703125
