,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-6.74609375,-13.578125,-14.7421875,-14.1953125,-13.5390625,-13.21875
1,-6.58203125,-12.3984375,-12.7890625,-12.2578125,-13.0703125,-13.234375
2,-5.9765625,-11.484375,-12.546875,-12.109375,-13.1640625,-13.40625
3,-5.53125,-13.4296875,-14.0859375,-12.359375,-12.375,-12.8125
4,-5.890625,-7.34375,-9.125,-11.453125,-11.1484375,-11.5546875
5,-5.58984375,-12.5390625,-14.0,-13.8671875,-13.84375,-13.296875
6,-5.2890625,-7.63671875,-12.1171875,-11.6328125,-11.8515625,-12.34375
7,-5.5234375,-7.26953125,-12.8671875,-11.9453125,-12.6015625,-12.1875
8,-6.27734375,-12.6640625,-12.71875,-13.015625,-13.1484375,-13.25
9,-5.859375,-12.953125,-11.7890625,-11.84375,-12.3046875,-12.84375
10,-6.65234375,-10.8828125,-13.6015625,-13.34375,-11.8515625,-12.2890625
11,-4.703125,-12.1015625,-12.8046875,-12.96875,-13.4609375,-13.1640625
12,-5.84765625,-12.515625,-12.875,-13.1015625,-12.0390625,-11.875
13,-6.03515625,-11.953125,-12.9296875,-11.4765625,-12.3515625,-11.0390625
14,-6.9140625,-8.9453125,-10.21875,-13.28125,-9.859375,-10.3046875
15,-4.72265625,-12.4375,-12.5703125,-12.8046875,-12.65625,-12.2890625
16,-6.109375,-8.8203125,-12.265625,-11.6640625,-11.6015625,-11.546875
17,-6.8671875,-11.6953125,-12.25,-12.265625,-11.4296875,-10.5390625
18,-6.94921875,-6.77734375,-11.7421875,-11.6796875,-11.40625,-11.875
19,-6.0546875,-11.7109375,-13.8984375,-13.9765625,-13.0078125,-12.703125
