,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-6.359375,-6.234375,-6.8125,-8.15625,-9.8515625,-9.0625
1,-5.671875,-7.23828125,-7.41015625,-6.375,-6.3359375,-6.74609375
2,-6.02734375,-6.01171875,-5.75390625,-5.8359375,-5.609375,-7.31640625
3,-6.55859375,-6.0546875,-5.79296875,-6.80078125,-6.70703125,-8.171875
4,-5.73828125,-7.125,-6.95703125,-7.328125,-6.08984375,-6.84765625
5,-5.24609375,-6.82421875,-6.9375,-7.67578125,-8.078125,-7.0859375
6,-6.49609375,-6.96484375,-6.3984375,-6.734375,-6.1015625,-7.51953125
7,-5.86328125,-8.0703125,-6.1640625,-6.23046875,-5.6484375,-5.6953125
8,-5.57421875,-7.7734375,-8.046875,-7.31640625,-9.1796875,-9.421875
9,-6.0,-7.16796875,-6.921875,-6.16796875,-6.4921875,-8.0859375
10,-5.34765625,-7.09375,-7.52734375,-7.65234375,-6.94140625,-7.3515625
11,-6.15234375,-6.66015625,-6.2578125,-7.2734375,-6.3671875,-6.51953125
12,-7.90625,-6.87109375,-8.3203125,-8.59375,-9.203125,-10.640625
13,-4.69921875,-5.859375,-6.3984375,-7.6953125,-6.57421875,-7.44140625
14,-6.00390625,-6.7890625,-7.01171875,-8.2421875,-7.66015625,-8.8046875
15,-5.92578125,-6.32421875,-6.8359375,-6.55078125,-5.70703125,-6.3515625
16,-5.7109375,-6.88671875,-6.30859375,-7.046875,-7.1484375,-8.46875
17,-6.59375,-6.44921875,-7.85546875,-8.0234375,-9.0234375,-7.33984375
18,-5.98046875,-6.890625,-7.29296875,-8.1796875,-8.3359375,-7.46875
19,-7.00390625,-6.48828125,-6.97265625,-7.82421875,-7.625,-7.55078125
