,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan,agent0_243,agent1_243,agent2_243,agent3_243,agent4_243,agent5_243
0,-6.2756876945495605,-6.274499893188477,-4.327877044677734,-5.032399654388428,-6.322978019714356,-6.839813232421875,-0.585681676864624,-2.004061460494995,-0.2317691445350647,-0.0722220540046691,-0.2941243946552276,-3.8335461616516113
8,-5.769536018371582,-4.87815523147583,-7.0712738037109375,-7.335184097290039,-7.237526416778564,-6.996335029602051,-0.533566415309906,-0.0641746371984481,-6.2542338371276855,-8.443758010864258,-9.254844665527344,-8.835310935974121
16,-5.9360032081604,-5.117323875427246,-4.021468639373779,-6.019059181213379,-7.595398426055908,-5.986992359161377,,,,,,
2,-6.361809730529785,-7.020522117614746,-5.055784702301025,-5.160311222076416,-6.24261474609375,-6.372962951660156,-0.3609143197536468,-0.3265837430953979,-0.3646827936172485,-6.180582523345947,-12.852622032165527,-10.664093017578123
1,-5.597320079803467,-6.262747764587402,-7.342965126037598,-8.462054252624512,-7.560079097747803,-8.157350540161133,-0.557563304901123,-0.1915965676307678,-0.3407951593399048,-9.83481788635254,-10.842287063598633,-36.628639221191406
9,-6.3728108406066895,-6.170586109161377,-5.39230489730835,-5.791536808013916,-5.577147483825684,-6.262598991394043,-0.3280314207077026,-0.0731821060180664,-0.1640801280736923,-3.0799028873443604,-3.458988666534424,-9.709646224975586
17,-6.203908920288086,-5.19183349609375,-5.620945453643799,-5.3069329261779785,-6.085303783416748,-6.809399604797363,,,,,,
3,-6.120513916015625,-5.717329978942871,-5.80515193939209,-6.342240810394287,-6.342240810394287,-6.731905937194824,-0.0172769762575626,-0.0901118665933609,-2.136137247085572,-8.085755348205566,-8.085755348205566,-10.673324584960938
10,-5.961036682128906,-6.466262340545654,-6.336896896362305,-6.06179141998291,-6.492142200469971,-6.689693927764893,-2.125180959701538,-0.061683427542448,-1.8899997472763064,-2.684565544128418,-6.3086466789245605,-8.424093246459961
11,-5.720773696899414,-6.486446380615234,-6.964323043823242,-6.361394882202148,-6.462404727935791,-6.818251609802246,-2.976280212402344,-6.844109535217285,-9.797236442565918,-10.648444175720217,-14.943000793457031,-16.32561492919922
18,-6.060113430023193,-5.43077564239502,-4.835899353027344,-5.653496742248535,-5.807020664215088,-5.854862213134766,,,,,,
19,-5.965069770812988,-7.4416704177856445,-7.216382026672363,-8.126700401306152,-8.713311195373535,-7.482222080230713,-0.7633033990859985,-5.553487777709961,-0.6574029922485352,-0.3950139284133911,-16.981142044067383,-15.084230422973633
5,-5.614871978759766,-6.0107855796813965,-5.295135974884033,-5.5068182945251465,-4.462695121765137,-5.825136184692383,-0.3568838834762573,-0.1790744066238403,-0.7598153948783875,-9.914979934692385,-25.03126335144043,-30.565563201904297
4,-6.003239154815674,-5.874347686767578,-5.128258228302002,-5.805028915405273,-6.03400468826294,-6.001200675964356,-0.1345889866352081,-0.1077934503555297,-6.181548118591309,-7.1143317222595215,-6.294674873352051,-13.096030235290527
12,-6.967369079589844,-8.07840347290039,-6.03754997253418,-5.91687536239624,-6.343871116638184,-6.644677639007568,,,,,,
13,-6.131786346435547,-6.563293933868408,-6.883124828338623,-6.697456359863281,-4.737718105316162,-4.83881425857544,-0.2594451308250427,-0.4076672792434692,-0.2272155284881591,-0.1325232535600662,-0.1645504683256149,-0.22640983760356903
7,-5.592866897583008,-5.699375152587891,-4.604598522186279,-6.026996612548828,-6.173734664916992,-7.024518966674805,-0.4569515585899353,-0.0476087778806686,-0.4769120514392853,-7.514401435852051,-12.332242012023926,-18.467430114746094
6,-5.75940465927124,-5.532726764678955,-5.432074069976807,-6.711286067962647,-7.583272933959961,-6.9474687576293945,-0.0410410873591899,-0.2814319133758545,-0.0039872219786047,-19.03867149353028,-20.16383552551269,-19.26611328125
15,-6.178219795227051,-5.68690824508667,-5.993155956268311,-6.083423614501953,-7.432618141174316,-7.613682270050049,,,,,,
14,-6.58759069442749,-6.017477512359619,-6.183074474334717,-5.889580726623535,-6.64754581451416,-7.346325397491455,,,,,,
