,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-6.115256309509277,-5.836029529571533,-4.962540149688721,-5.266483783721924,-6.196963310241699,-6.839813232421875
1,-5.824915409088135,-6.81023645401001,-7.211930751800537,-8.412468910217285,-7.2629899978637695,-8.157350540161133
2,-5.840944290161133,-5.505451679229736,-4.80078125,-5.884868144989014,-6.3797807693481445,-6.372962951660156
3,-6.659817695617676,-6.74835205078125,-6.569337368011475,-6.89438009262085,-6.719222545623779,-6.731905937194824
5,-5.724639892578125,-5.832275390625,-5.398764133453369,-5.406106472015381,-5.10168981552124,-5.825136184692383
7,-5.798706531524658,-5.7949652671813965,-6.002908229827881,-6.424114227294922,-7.044435024261475,-7.024518966674805
6,-6.904078006744385,-5.820368766784668,-5.781108379364014,-7.115224361419678,-7.479837417602539,-6.9474687576293945
8,-6.506486415863037,-5.692517280578613,-7.708675861358643,-8.184440612792969,-7.447725772857666,-6.996335029602051
9,-6.564126968383789,-6.2950968742370605,-5.707134246826172,-6.72902774810791,-6.4576802253723145,-6.262598991394043
10,-6.831433773040772,-6.210639476776123,-6.463107109069824,-6.157055854797363,-6.362266540527344,-6.689693927764893
11,-5.8156328201293945,-6.957743167877197,-7.016608715057373,-7.508578777313232,-7.117415428161621,-6.818251609802246
13,-6.499574661254883,-5.999790191650391,-6.32598352432251,-6.556456565856934,-4.876863479614258,-4.83881425857544
12,-6.588057518005371,-7.024259090423584,-6.844662189483643,-6.894111633300781,-6.7173261642456055,-6.644677639007568
14,-7.160579204559326,-6.189981937408447,-6.466609954833984,-6.591578006744385,-6.769416332244873,-7.346325397491455
23,-6.248201847076416,-5.752895355224609,-5.898444175720215,-6.506606578826904,-6.379839897155762,-6.520663738250732
16,-7.656965732574463,-6.249249458312988,-5.634184837341309,-5.982711791992188,-7.01071310043335,-5.986992359161377
17,-5.9825439453125,-5.77535343170166,-5.781491279602051,-6.420754909515381,-5.834754943847656,-6.809399604797363
18,-6.116886138916016,-5.974534511566162,-5.14324426651001,-6.265423774719238,-6.377651691436768,-5.854862213134766
19,-7.195466995239258,-7.28185510635376,-7.683545112609863,-7.685285091400146,-8.414258003234863,-7.482222080230713
4,-6.062675952911377,-5.9594011306762695,-5.727549076080322,-6.42121171951294,-6.282439708709717,-6.001200675964356
22,-6.767761707305908,-4.885701656341553,-5.565157413482666,-6.617865085601807,-8.108419418334961,-7.404371738433838
21,-6.628612518310547,-6.688363075256348,-6.284503936767578,-6.743179321289063,-7.068611145019531,-6.871957778930664
15,-7.2877326011657715,-7.195997714996338,-6.646744728088379,-6.905143737792969,-7.682002544403076,-7.613682270050049
20,-6.6773295402526855,-7.879350662231445,-8.107192993164062,-7.39003849029541,-7.238491535186768,-7.232776641845703
