,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-0.9897080063819884,-0.8882817029953003,-2.0346155166625977,-2.750298500061035,-3.892634868621826,-3.3542182445526123
1,-1.2716857194900513,-1.8614109754562376,-2.572421073913574,-4.94818925857544,-4.874958038330078,-4.875867366790772
2,-0.937011182308197,-1.5229183435440063,-4.032742500305176,-4.299968242645264,-4.623047351837158,-4.040802955627441
3,-1.071791648864746,-1.3456770181655884,-3.4521801471710205,-4.439640045166016,-4.332242488861084,-4.10606050491333
5,-1.1163262128829956,-1.6930458545684814,-1.5657403469085691,-2.071345806121826,-2.3474233150482178,-1.2976874113082886
7,-1.6293134689331057,-0.9732601046562196,-3.715911865234375,-3.969925165176392,-5.481973648071289,-5.18425989151001
6,-1.0431636571884155,-2.5940449237823486,-3.947310924530029,-5.606144428253174,-5.123115539550781,-4.598345279693604
8,-1.0249197483062744,-3.1518142223358154,-4.532156944274902,-4.472663402557373,-4.501197814941406,-4.468656539916992
9,-1.667017936706543,-1.3897593021392822,-2.019253253936768,-4.778194904327393,-4.84845781326294,-4.363485813140869
10,-0.8888654112815857,-1.3983311653137207,-3.863566875457764,-4.163224220275879,-2.9745349884033203,-2.471579074859619
11,-1.6080455780029297,-1.5297952890396118,-2.30940842628479,-3.651963949203491,-3.969069480895996,-3.0267410278320312
13,-1.2538164854049685,-1.40490984916687,-1.4757505655288696,-1.3169387578964231,-1.1245338916778564,-3.95585560798645
12,-1.077910542488098,-2.585690975189209,-3.9123785495758057,-3.863481283187866,-3.890740633010864,-3.807333707809448
14,-3.0097010135650635,-2.16011118888855,-1.4995665550231934,-3.2947096824646,-3.747026205062866,-3.6295340061187744
23,-0.594858705997467,-2.6670405864715576,-2.9852840900421143,-3.510289192199707,-3.4391098022460938,-3.697363138198853
16,-1.2483325004577637,-1.6767202615737915,-3.5089240074157715,-4.280774593353272,-3.992279291152954,-4.655319213867188
17,-1.5686684846878052,-0.9797877073287964,-1.0727721452713013,-0.7480551600456238,-2.3842432498931885,-3.7428157329559326
18,-1.5749082565307615,-1.2459633350372314,-1.7220985889434814,-3.516752004623413,-3.610272884368897,-3.510706186294556
19,-0.8743250370025635,-0.6801170706748962,-0.8321639895439148,-0.7340853810310364,-0.8471670150756836,-0.3391614258289337
4,-0.7960058450698853,-2.650118350982666,-4.157328605651856,-4.204104900360107,-4.304876804351807,-4.028543949127197
22,-1.2164194583892822,-1.2572609186172483,-1.7070521116256714,-0.5323055982589722,-0.9683361053466796,-3.4889931678771973
21,-2.022463083267212,-1.408453345298767,-4.929381370544434,-5.52083158493042,-5.937925815582275,-5.544938087463379
15,-2.067781448364258,-1.5799119472503662,-3.578789472579956,-4.6633830070495605,-4.8115105628967285,-4.161718368530273
20,-1.3659883737564087,-1.7824944257736206,-3.096066474914551,-4.003284931182861,-3.924025535583496,-5.209699630737305
