,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-4.947213649749756,-5.608471870422363,-5.678250789642334,-5.726159572601318,-6.718783855438232,-5.74269437789917
1,-4.607688903808594,-5.670492649078369,-5.619921684265137,-5.879129409790039,-5.220529556274414,-5.367471218109131
2,-5.120007038116455,-5.76436185836792,-6.359860897064209,-5.551855087280273,-6.617060661315918,-6.717818260192871
3,-5.494333744049072,-6.548144817352295,-7.387111663818359,-6.231476306915283,-6.386092185974121,-7.099081993103027
5,-5.339809894561768,-6.124309062957764,-5.362683296203613,-6.439147472381592,-7.217088222503662,-6.916955471038818
7,-5.700764179229736,-5.243871688842773,-5.659371376037598,-5.726183891296387,-6.024828910827637,-6.731833934783936
6,-4.531901836395264,-6.035478115081787,-5.843310356140137,-5.165945053100586,-6.258669376373291,-6.401109218597412
8,-8.071503639221191,-6.738043785095215,-6.308208465576172,-6.366837978363037,-5.750046253204346,-6.945763111114502
9,-5.005480766296387,-5.755842685699463,-5.992559909820557,-5.538949966430664,-5.846489906311035,-6.4319376945495605
10,-5.376303195953369,-6.7769856452941895,-6.132963180541992,-6.720624923706055,-6.785401821136475,-7.1023383140563965
11,-4.756887435913086,-6.093008995056152,-5.5513834953308105,-6.132974147796631,-7.062007427215576,-7.666835784912109
13,-5.371281623840332,-6.321898937225342,-7.019869327545166,-5.997807502746582,-5.83547306060791,-6.182717800140381
12,-4.845966339111328,-6.012366771697998,-7.1962890625,-6.92897891998291,-7.1205668449401855,-7.215031147003174
14,-4.8734564781188965,-5.922037601470947,-6.135549545288086,-6.317945957183838,-6.579404830932617,-6.140813827514648
23,-4.933313846588135,-5.420505523681641,-6.400338649749756,-6.911639213562012,-6.098607063293457,-7.792153835296631
16,-5.781116962432861,-7.114750385284424,-7.054335117340088,-8.40453815460205,-5.469390392303467,-7.798075199127197
17,-5.164404392242432,-5.439646720886231,-5.691621780395508,-5.769850730895996,-6.886411666870117,-7.0215325355529785
18,-4.66225528717041,-5.837759971618652,-5.428545951843262,-5.380139350891113,-6.323165416717529,-6.067605495452881
19,-4.811855792999268,-5.273627281188965,-5.300718307495117,-5.816441535949707,-6.046256065368652,-5.497053623199463
4,-5.169255256652832,-5.47749662399292,-6.240284442901611,-5.795151710510254,-5.586654186248779,-6.298464775085449
22,-4.783445358276367,-5.312338352203369,-6.489927768707275,-6.799952983856201,-6.381978988647461,-7.074585914611816
21,-4.218779563903809,-5.593324184417725,-5.74699592590332,-6.0163254737854,-6.640084743499756,-6.205070495605469
15,-4.613848209381104,-6.266482353210449,-6.549653053283691,-6.8792405128479,-7.178500652313232,-7.134694576263428
20,-5.114985466003418,-6.891185760498047,-7.224043369293213,-6.5435404777526855,-5.552628517150879,-5.812470436096191
