,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala,agent0_246,agent1_246,agent2_246,agent3_246,agent4_246,agent5_246
0,-3.1652309894561768,-3.716222286224365,-4.833091735839844,-6.4164652824401855,-7.330487728118896,-6.864588737487793,-0.7397264242172241,-0.1705041378736496,-0.1919479221105575,-29.673519134521484,-32.86288833618164,-33.44346237182617
2,-3.07627010345459,-4.594212055206299,-4.080344676971436,-7.475306034088135,-7.421814918518066,-6.666062355041504,-0.8798219561576843,-0.4218263626098633,-0.2981409728527069,-6.803268909454346,-7.160652160644531,-33.03521728515625
4,-3.268656015396118,-3.618748188018799,-5.097332000732422,-6.688172817230225,-6.256514072418213,-7.127527236938477,-0.4388453960418701,-0.2867625951766968,-2.4321627616882324,-24.80490493774414,-32.8553352355957,-31.788265228271484
6,-3.3578410148620605,-4.0254902839660645,-6.977914333343506,-7.855575084686279,-7.854774475097656,-6.544849872589111,-1.4237523078918457,-0.1514095664024353,-5.17711067199707,-6.215715408325195,-10.67563247680664,-5.664355278015137
5,-3.059369802474976,-3.705669641494751,-5.151052951812744,-7.409071922302246,-4.643036842346191,-5.318234443664551,-0.5329747796058655,-0.3356629908084869,-0.763983964920044,-0.8500477075576782,-0.1863376349210739,-7.6270623207092285
1,-2.8607513904571533,-3.08721923828125,-2.517095804214477,-5.677186012268066,-7.04953145980835,-6.109287261962891,-0.5387179851531982,-0.1186277940869331,-0.4540357589721679,-0.7422602772712708,-11.134705543518066,-24.561996459960938
3,-3.064872026443481,-4.479796886444092,-7.226650714874268,-7.221439838409424,-8.999105453491211,-7.948643684387207,-1.7591753005981443,-0.9332237839698792,-6.911250114440918,-32.736846923828125,-37.52472686767578,-34.86953353881836
7,-3.630919933319092,-1.7803587913513184,-6.583325386047363,-7.882887363433838,-6.471489429473877,-6.9256134033203125,-1.0983240604400637,-0.1493490040302276,-8.32894229888916,-13.236960411071776,-10.844030380249023,-35.883827209472656
8,-2.591071128845215,-2.755322217941284,-5.911768436431885,-8.538752555847168,-8.538752555847168,-8.170130729675293,-0.8893247246742249,-0.2647617757320404,-12.349871635437012,-14.317688941955566,-14.317688941955566,-13.45433235168457
10,-3.281482219696045,-2.9608376026153564,-3.27304744720459,-6.139359951019287,-6.1588945388793945,-6.737023830413818,-1.1770622730255127,-0.12199567258358,-0.2796520292758941,-7.971770286560059,-7.323955535888672,-12.983827590942385
12,-2.806356906890869,-2.50189208984375,-2.7479612827301025,-6.360982418060303,-7.194937705993652,-7.178750038146973,,,,,,
14,-2.6072914600372314,-4.104733943939209,-3.698551893234253,-6.880012512207031,-7.386229038238525,-7.320535182952881,,,,,,
13,-2.9500482082366943,-3.231395959854126,-3.468377590179444,-3.48445987701416,-4.761292457580566,-3.816637516021729,-0.4192789196968078,-0.3971233367919922,-0.620811402797699,-0.3534350097179413,-0.209712266921997,-0.17074060440063477
11,-3.154636144638061,-3.558845043182373,-4.122936725616455,-6.633203506469727,-7.270822525024414,-6.520366668701172,-0.7181087136268616,-0.2881813049316406,-0.8007134199142456,-8.132668495178223,-10.82895851135254,-8.427767753601074
18,-2.4681167602539062,-2.20672869682312,-5.741129398345947,-7.761894226074219,-7.736493110656738,-8.225128173828125,,,,,,
15,-3.102854013442993,-2.85073184967041,-2.755362272262573,-3.8949966430664062,-4.997041702270508,-2.884134531021118,,,,,,
9,-2.816236972808838,-5.593771457672119,-7.947358131408691,-7.435848236083984,-6.886741638183594,-6.299631118774414,-1.0457364320755005,-11.59212589263916,-13.152743339538574,-10.859278678894045,-28.9366455078125,-30.014503479003903
16,-3.0522305965423584,-2.934722185134888,-7.114792346954346,-7.0571370124816895,-7.221795082092285,-7.116122245788574,,,,,,
19,-2.679884672164917,-5.635383605957031,-7.468029022216797,-6.919703960418701,-6.28099250793457,-5.596546173095703,-0.8882617950439453,-3.861811399459839,-35.36441421508789,-24.17348289489746,-24.57672119140625,-16.729684829711914
17,-2.654291868209839,-2.67221736907959,-7.13550329208374,-7.4556884765625,-6.321248531341553,-7.471306324005127,-0.4924109876155853,-0.2750566303730011,-9.61272430419922,-32.81535339355469,-26.428096771240234,-28.25010299682617
