,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-3.3776259422302246,-3.9043126106262207,-5.45684814453125,-7.171730041503906,-7.709319114685059,-6.864588737487793
1,-3.158855438232422,-3.446073770523072,-2.874973773956299,-4.872365951538086,-7.337135791778564,-6.109287261962891
2,-3.24576735496521,-4.997179985046387,-4.060213088989258,-6.190162658691406,-6.366322994232178,-6.666062355041504
3,-3.546328067779541,-4.971121311187744,-7.036099910736084,-7.903229713439941,-9.073610305786133,-7.948643684387207
5,-4.285498142242432,-3.98341703414917,-5.335841178894043,-6.697255611419678,-4.929562091827393,-5.318234443664551
7,-3.724163055419922,-2.0990657806396484,-7.344415187835693,-8.13612174987793,-7.101936340332031,-6.9256134033203125
6,-4.40769100189209,-3.809118270874024,-8.709733009338379,-8.280064582824707,-7.134299755096436,-6.544849872589111
8,-3.127866268157959,-3.571913480758667,-7.716400623321533,-8.632742881774902,-8.304694175720215,-8.170130729675293
9,-3.105298042297364,-6.545426368713379,-7.741686820983887,-7.495561599731445,-7.472232341766357,-6.299631118774414
10,-3.2927794456481934,-2.751664400100708,-3.729161024093628,-5.641919136047363,-5.509648323059082,-6.737023830413818
11,-3.503107070922852,-3.780818939208984,-4.312839508056641,-7.322080135345459,-7.565851211547852,-6.520366668701172
13,-3.1040961742401123,-3.4026217460632324,-4.190229892730713,-4.549927234649658,-6.161373615264893,-3.816637516021729
12,-3.337137222290039,-3.0744662284851074,-4.247645378112793,-6.557305812835693,-6.763657093048096,-7.178750038146973
14,-3.290433883666992,-5.58421516418457,-4.66347074508667,-7.892357349395752,-8.183916091918945,-7.320535182952881
23,-3.457006931304932,-3.047071933746338,-4.192129611968994,-4.532390594482422,-4.607845783233643,-3.645540237426758
16,-3.208953619003296,-4.063962459564209,-7.030557632446289,-6.811380386352539,-7.151825904846191,-7.116122245788574
17,-2.682968139648437,-4.376317977905273,-7.448482513427734,-6.86649751663208,-6.988442420959473,-7.471306324005127
18,-3.0017099380493164,-2.7321839332580566,-6.640799522399902,-7.836510181427002,-7.893510341644287,-8.225128173828125
19,-3.230215072631836,-5.705484867095947,-6.547242641448975,-6.117091178894043,-6.372854709625244,-5.596546173095703
4,-3.484211206436157,-3.168741464614868,-4.648582935333252,-6.583585739135742,-7.48933744430542,-7.127527236938477
22,-3.351238489151001,-5.894556999206543,-8.516459465026855,-8.060264587402344,-8.673285484313965,-7.311272621154785
21,-3.191293239593506,-3.7468454837799072,-2.5006558895111084,-2.6202213764190674,-4.183871746063232,-4.157813549041748
15,-3.079742670059204,-3.4807369709014893,-3.780128240585327,-4.107828617095947,-4.8540778160095215,-2.884134531021118
20,-3.080075979232788,-2.895286321640014,-3.790194272994995,-7.932232856750488,-8.242918968200684,-8.525025367736816
