,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-1.133857011795044,-2.1986563205718994,-2.301847457885742,-7.617055892944336,-8.011326789855957,-7.775737762451172
1,-1.3154677152633667,-2.7562921047210693,-3.0289056301116943,-4.384897708892822,-5.7169694900512695,-5.932006359100342
2,-1.978838324546814,-2.184266328811645,-1.651591658592224,-1.801832914352417,-5.659904003143311,-5.843676567077637
3,-1.7048271894454956,-2.735279560089112,-5.733619689941406,-6.537980556488037,-6.543221473693848,-6.810506820678711
5,-4.911996364593506,-2.3236746788024902,-3.0746092796325684,-5.060920715332031,-3.786502122879028,-2.452677965164185
7,-2.280004978179932,-3.347353935241699,-3.612447738647461,-6.998703002929688,-8.01203441619873,-7.853548526763916
6,-1.216394066810608,-3.251027584075928,-5.514026641845703,-8.101166725158691,-8.37081241607666,-7.87895393371582
8,-1.2850359678268433,-4.847867488861084,-4.168209552764893,-6.710783004760742,-8.0623779296875,-7.8402419090271
9,-1.5465062856674194,-2.384881019592285,-2.940511465072632,-5.128592491149902,-6.751152038574219,-7.213278293609619
10,-2.6029508113861084,-3.598885297775269,-4.645024299621582,-5.448543548583984,-7.020846843719482,-8.253813743591309
11,-1.9542922973632808,-6.220107078552246,-7.081878662109375,-7.562254905700684,-7.620066165924072,-7.000993728637695
13,-1.8871034383773804,-2.1811981201171875,-6.630675792694092,-7.47977352142334,-7.462375164031982,-7.145196914672852
12,-2.055206537246704,-3.39280366897583,-1.1278152465820312,-2.0889229774475098,-4.774415493011475,-6.37130880355835
14,-1.869841456413269,-3.741071224212648,-5.4357523918151855,-5.194889068603516,-7.090714454650879,-7.062082290649414
23,-1.5619590282440186,-5.48866081237793,-7.108165740966797,-7.801936626434326,-7.912108421325684,-6.627152442932129
16,-1.3545150756835938,-2.207111120223999,-5.166965007781982,-7.540107727050781,-8.057276725769043,-7.8658857345581055
17,-1.687150001525879,-5.53337287902832,-5.921532154083252,-7.428287982940674,-7.809447765350342,-7.642725944519043
18,-1.8171409368515008,-4.115703105926514,-5.986301422119141,-5.040645122528076,-7.164494037628174,-6.15015172958374
19,-1.3414298295974731,-5.141054630279541,-7.343503952026367,-7.345909595489502,-7.194112300872803,-7.088510036468506
4,-1.625767707824707,-3.590394735336304,-3.0843288898468018,-6.650491237640381,-8.057530403137207,-8.433349609375
22,-1.345170497894287,-2.467461109161377,-5.473320960998535,-6.650858879089356,-6.704364776611328,-5.7758469581604
21,-1.5348200798034668,-4.179631233215332,-7.299272060394287,-7.669439792633057,-7.541501045227051,-7.775187492370605
15,-1.666141390800476,-3.5172061920166016,-3.4850306510925293,-2.9195265769958496,-7.488463401794434,-6.741654872894287
20,-1.8031463623046875,-3.3059160709381104,-7.250732898712158,-8.61026382446289,-8.7833890914917,-8.263945579528809
