,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-1.6826171875,-5.95703125,-5.78515625,-7.2109375,-7.84765625,-8.5078125
1,-1.916015625,-6.58984375,-6.6796875,-6.17578125,-6.36328125,-8.9375
2,-1.4326171875,-6.9921875,-7.8125,-7.88671875,-8.140625,-7.3125
3,-1.6298828125,-6.0,-7.84765625,-8.5625,-8.4921875,-8.21875
4,-1.828125,-6.625,-6.65234375,-5.9375,-5.98046875,-8.53125
5,-1.3447265625,-6.05859375,-6.703125,-6.65234375,-6.67578125,-8.1328125
6,-2.400390625,-6.08984375,-6.640625,-6.87109375,-6.8359375,-8.78125
7,-1.2509765625,-6.01953125,-6.27734375,-6.80078125,-6.52734375,-6.671875
8,-1.345703125,-6.453125,-7.25390625,-6.78515625,-6.33984375,-8.890625
9,-2.783203125,-7.84375,-6.83984375,-7.36328125,-8.75,-9.421875
10,-1.9501953125,-6.8671875,-7.72265625,-6.05078125,-6.69921875,-7.62890625
11,-1.8046875,-7.06640625,-6.6171875,-6.3984375,-6.53125,-7.47265625
12,-2.013671875,-6.125,-6.3203125,-6.40234375,-7.71875,-8.6328125
13,-1.6806640625,-7.46875,-7.05859375,-7.1328125,-9.2109375,-10.0234375
14,-2.291015625,-6.984375,-6.94921875,-7.5234375,-8.171875,-7.81640625
15,-2.732421875,-5.65625,-6.36328125,-9.25,-9.4453125,-8.921875
16,-1.33203125,-7.33984375,-5.9375,-6.83984375,-8.609375,-9.25
17,-1.2001953125,-7.5703125,-5.69921875,-6.92578125,-8.703125,-11.03125
18,-1.037109375,-5.671875,-6.15625,-6.75390625,-6.359375,-7.80859375
19,-1.41796875,-7.390625,-7.47265625,-7.97265625,-8.96875,-7.59765625
