,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-6.654074192047119,-6.583413124084473,-6.5940937995910645,-6.911476135253906,-5.795320987701416,-6.542337894439697
1,-6.018059253692627,-5.450390338897705,-6.13896369934082,-6.014081954956055,-5.9588775634765625,-6.00640869140625
2,-6.6526198387146,-6.11341667175293,-6.110419750213623,-6.594431400299072,-6.667422294616699,-6.840359687805176
3,-6.076728820800781,-5.792708873748779,-5.638635158538818,-5.81621789932251,-5.761922836303711,-6.986078262329102
5,-6.0234150886535645,-6.005787372589111,-6.453638076782227,-6.350052833557129,-6.114588737487793,-6.642372608184815
7,-8.32771110534668,-5.878100395202637,-6.831103324890137,-6.726833820343018,-6.948059558868408,-6.882825374603272
6,-6.282975196838379,-5.698169708251953,-5.807825565338135,-6.015565395355225,-5.865916252136231,-6.61190128326416
8,-6.516911029815674,-6.900411128997803,-6.315771579742432,-6.908684730529785,-6.925925254821777,-7.274139881134033
9,-6.678412914276123,-5.850532054901123,-6.055319786071777,-6.673317909240723,-6.39922571182251,-6.467588901519775
10,-6.0719194412231445,-6.152265548706055,-6.006155490875244,-6.455012321472168,-6.526849269866943,-6.665980339050293
11,-6.723672389984131,-5.969412326812744,-5.207270622253418,-5.452479362487793,-5.757942199707031,-5.328373908996582
13,-6.139970302581787,-5.909957885742188,-6.401611328125,-5.727867603302002,-5.929421424865723,-5.647088050842285
12,-6.388082981109619,-5.4801554679870605,-6.422098159790039,-6.0597758293151855,-6.08369255065918,-7.023216247558594
14,-5.918714046478272,-4.567168235778809,-5.008543491363525,-4.819308757781982,-4.8961944580078125,-5.028913021087647
23,-8.118695259094238,-6.670307159423828,-6.311285495758057,-6.365950107574463,-6.922475337982178,-6.762850761413574
16,-6.609705924987793,-6.601568222045898,-6.912408351898193,-7.036581516265869,-6.836034774780273,-6.48124361038208
17,-6.147721767425537,-6.613840103149414,-5.886343479156494,-6.550612926483154,-6.30743408203125,-6.59972620010376
18,-5.80162239074707,-6.737015247344971,-6.198365688323975,-6.540205955505371,-5.986756801605225,-6.0333123207092285
19,-6.405595302581787,-6.164165496826172,-5.790984153747559,-6.037167072296143,-5.389001846313477,-6.56943941116333
4,-6.192605495452881,-6.241698741912842,-6.248383045196533,-5.983688831329346,-6.05374813079834,-6.361557960510254
22,-6.307642936706543,-7.216700553894043,-6.674292087554932,-6.772654533386231,-6.638373374938965,-6.962714195251465
21,-6.1420512199401855,-6.585276126861572,-6.891073226928711,-5.705397129058838,-5.754510402679443,-6.864238262176514
15,-6.044206142425537,-6.398062229156494,-6.537557125091553,-6.310327529907227,-6.6181960105896,-6.766658306121826
20,-6.741865158081055,-6.457586765289307,-6.225008487701416,-6.246767997741699,-6.249207973480225,-6.602418422698975
