,0,1,2
0,7.786034844796869,8.828946323636211,8.922289730023735
1,7.508257131938693,8.492023835001113,9.479115348526197
3,7.319708621351025,8.011381687695467,8.278852680061437
2,7.254191420349894,7.58390105283713,9.431881479673748
4,7.512547113925596,9.006457707851748,9.21260957114304
5,7.508108240441431,8.399681615225877,8.602688424798506
6,7.661217943022523,8.015316637256477,8.517842348316048
7,7.464031388487997,7.940126503570171,9.109194253366203
8,7.520386157458342,8.697994649862942,9.055045391034476
9,7.610417056989066,8.1708186161669,8.833148758320869
10,7.836671430853348,8.485593259787258,9.073125940636745
11,7.702782319467279,9.013335191750828,9.006690935545329
12,7.5235867439946045,8.646003807647318,9.067480275600772
13,7.78088989499249,8.604530097864851,9.035217606266842
14,7.302237979068032,8.643794776819929,8.589651242992545
15,7.146638068669959,8.46006989056551,8.715274272387541
16,7.46028509743606,9.114820955976656,8.690016476112076
17,7.69438017833082,8.975002160856995,8.765373490731928
18,6.901806334000599,6.719436145734184,8.622942163974423
19,7.518984449362453,8.738992104349258,9.311837795112709
