,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-2.78515625,-7.21875,-6.79296875,-6.68359375,-6.3125,-6.01171875
1,-4.77734375,-7.10546875,-6.98046875,-7.46875,-7.00390625,-6.59375
2,-3.703125,-4.0703125,-6.76171875,-6.1015625,-6.42578125,-6.83984375
3,-3.5703125,-7.359375,-6.99609375,-7.953125,-6.65625,-7.015625
4,-3.080078125,-3.310546875,-7.14453125,-7.875,-6.30078125,-5.859375
5,-3.27734375,-3.71484375,-3.03515625,-6.6796875,-6.5234375,-6.23046875
6,-2.693359375,-5.9296875,-6.03125,-6.25390625,-5.71875,-6.12109375
7,-5.53515625,-8.953125,-7.80859375,-8.0703125,-7.5078125,-7.546875
8,-5.56640625,-7.125,-5.75390625,-5.4140625,-6.25,-5.9609375
9,-3.837890625,-7.37109375,-6.38671875,-6.7734375,-5.79296875,-5.95703125
10,-4.0078125,-5.23046875,-6.98046875,-7.6640625,-6.5859375,-5.61328125
11,-4.046875,-5.76953125,-3.767578125,-2.779296875,-3.392578125,-5.515625
12,-2.947265625,-8.15625,-6.94921875,-7.16015625,-6.90234375,-6.87890625
13,-3.302734375,-4.75,-7.4921875,-6.1484375,-6.07421875,-5.66796875
14,-5.078125,-7.4296875,-6.640625,-6.328125,-5.84765625,-5.8828125
15,-2.505859375,-8.2734375,-7.6953125,-7.0859375,-6.3671875,-6.015625
16,-3.48046875,-6.69140625,-6.28125,-6.37109375,-6.640625,-6.84375
17,-5.12109375,-8.3984375,-7.44140625,-6.58984375,-6.09765625,-6.68359375
18,-3.14453125,-7.73046875,-7.1328125,-7.1796875,-7.3125,-7.4140625
19,-4.18359375,-4.5,-6.08203125,-5.69140625,-6.26171875,-5.40234375
