,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-4.87890625,-5.72265625,-8.1484375,-8.125,-9.40625,-8.65625
1,-4.97265625,-6.796875,-6.3359375,-7.0234375,-5.87890625,-7.18359375
2,-5.53125,-6.296875,-7.58984375,-8.5234375,-8.5546875,-9.046875
3,-5.21484375,-6.63671875,-6.546875,-6.60546875,-6.29296875,-6.1171875
4,-4.92578125,-8.2265625,-9.421875,-7.61328125,-7.2890625,-8.4921875
5,-5.29296875,-7.234375,-6.90625,-8.015625,-8.5234375,-7.26171875
6,-4.09375,-5.92578125,-7.1015625,-6.82421875,-7.28515625,-7.6328125
7,-5.28125,-6.41015625,-5.6875,-4.62109375,-4.9375,-4.4921875
8,-4.61328125,-5.83203125,-6.09765625,-5.984375,-6.9453125,-7.89453125
9,-5.37109375,-6.578125,-7.3984375,-6.6640625,-6.63671875,-7.71875
10,-4.66796875,-5.8046875,-5.98046875,-5.984375,-6.03515625,-7.68359375
11,-5.4296875,-6.7421875,-6.171875,-5.96875,-7.0390625,-5.953125
12,-6.30078125,-7.15234375,-8.6875,-10.2578125,-9.546875,-7.58984375
13,-4.56640625,-7.5234375,-7.7578125,-6.74609375,-6.85546875,-7.58203125
14,-4.65625,-6.328125,-6.9375,-7.03125,-6.59765625,-7.69921875
15,-5.25,-5.9765625,-6.90234375,-6.921875,-7.6953125,-8.8359375
16,-4.57421875,-8.265625,-8.203125,-7.46484375,-7.0859375,-8.15625
17,-5.28515625,-6.2109375,-6.484375,-7.765625,-8.015625,-8.140625
18,-5.21484375,-5.796875,-6.2109375,-5.97265625,-6.078125,-6.125
19,-5.171875,-6.29296875,-7.3828125,-7.0,-6.84765625,-5.8671875
