,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-3.135835647583008,-4.028767108917236,-9.946454048156738,-10.640945434570312,-9.455245018005373,-10.66676139831543
1,-4.286825180053711,-8.566349029541016,-9.461587905883787,-9.488630294799805,-9.791217803955078,-8.707944869995117
2,-3.1189329624176025,-6.011058330535889,-9.235816955566406,-9.603981971740724,-8.846512794494629,-9.974541664123535
4,-3.383904218673706,-5.115407943725586,-9.412270545959473,-8.147318840026855,-11.397791862487791,-11.177349090576172
3,-3.209531307220459,-9.750395774841309,-10.206262588500977,-9.338264465332031,-10.096109390258787,-10.120460510253906
5,-5.34325122833252,-5.964192867279053,-8.716758728027344,-8.590789794921875,-8.592717170715332,-9.74960231781006
7,-5.100242137908936,-3.0703749656677246,-9.784048080444336,-8.324703216552734,-9.22458553314209,-10.044157028198242
6,-3.831292152404785,-5.014248371124268,-5.971906661987305,-8.218475341796875,-9.76356315612793,-9.670003890991213
8,-3.540839195251465,-5.544098854064941,-7.203476905822754,-11.075240135192873,-12.06661319732666,-11.30068302154541
15,-3.0412757396698,-2.886559009552002,-5.320895195007324,-8.583385467529297,-9.144619941711426,-10.65672492980957
9,-3.1451778411865234,-5.088100910186768,-3.9502131938934326,-3.606738567352295,-9.196771621704102,-10.38730812072754
14,-5.159583568572998,-8.637166023254395,-10.518725395202637,-9.296810150146484,-9.615242004394531,-9.098708152770996
10,-3.318245649337769,-4.64447546005249,-8.952193260192871,-9.589394569396973,-7.835369110107422,-8.754900932312012
12,-3.545632839202881,-4.008206367492676,-6.582679748535156,-7.34109354019165,-8.59532642364502,-8.693958282470703
11,-3.7405169010162354,-7.543082237243652,-9.483338356018066,-8.255341529846191,-9.36850929260254,-7.15428638458252
13,-4.132014751434326,-3.639701843261719,-10.36635684967041,-9.351972579956056,-9.19920825958252,-10.052221298217772
16,-4.335443019866943,-7.631330013275146,-8.165597915649414,-9.393007278442385,-9.639249801635742,-10.154934883117676
17,-5.052379608154297,-5.431436538696289,-10.63909912109375,-9.615619659423828,-9.524211883544922,-10.090814590454102
18,-4.468880653381348,-3.2321019172668457,-4.471629142761231,-9.224072456359863,-10.06620979309082,-10.024965286254885
19,-3.684413433074951,-5.749727249145508,-3.12026309967041,-9.494333267211914,-9.59221649169922,-10.071000099182129
