,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
1,-2.981889247894287,-9.044317245483398,-9.715578079223633,-9.36281967163086,-9.03087329864502,-8.707944869995117
3,-4.088634967803955,-10.70237922668457,-10.281221389770508,-10.35608196258545,-10.571006774902344,-10.120460510253906
8,-5.648585319519043,-7.734253883361816,-8.799925804138184,-11.649092674255373,-11.744033813476562,-11.30068302154541
2,-3.943657398223877,-5.720401763916016,-9.880080223083496,-9.401338577270508,-9.713229179382324,-9.974541664123535
14,-6.400524139404297,-9.482324600219728,-10.528376579284668,-10.13064670562744,-10.059946060180664,-9.098708152770996
12,-4.561124324798584,-3.885395050048828,-6.788243293762207,-6.286059856414795,-8.540216445922852,-8.693958282470703
21,-5.511607646942139,-7.141454696655273,-11.01627254486084,-11.235151290893556,-10.02408504486084,-10.233448028564451
23,-4.525834083557129,-5.37946891784668,-10.56103515625,-11.165254592895508,-11.02409553527832,-11.618117332458496
9,-4.376687049865723,-5.512148380279541,-4.146387577056885,-6.698214530944824,-10.18247413635254,-10.38730812072754
11,-5.00978422164917,-7.361520290374756,-8.462934494018555,-8.068038940429688,-9.391823768615724,-7.15428638458252
0,-3.643513441085816,-4.544687271118164,-10.408524513244627,-10.410099983215332,-10.189425468444824,-10.66676139831543
10,-3.894546031951904,-4.752786159515381,-8.88962173461914,-9.245952606201172,-8.596441268920898,-8.754900932312012
17,-5.827931880950928,-5.842754364013672,-10.495832443237305,-10.042113304138184,-10.09929370880127,-10.090814590454102
18,-4.455879211425781,-4.500745296478272,-6.2373151779174805,-9.533124923706056,-10.160655975341797,-10.024965286254885
19,-3.9086153507232666,-7.373100280761719,-4.0045928955078125,-10.085138320922852,-10.069576263427734,-10.071000099182127
16,-4.433804512023926,-8.213827133178711,-8.61944580078125,-10.09822940826416,-10.281561851501465,-10.154934883117676
4,-5.50657320022583,-9.684118270874023,-10.627735137939451,-9.603290557861328,-11.485067367553713,-11.177349090576172
20,-4.205296516418457,-3.84921932220459,-9.954751968383787,-10.124622344970703,-9.90400218963623,-9.942134857177734
5,-4.926702976226807,-5.987549781799316,-9.376786231994627,-9.440098762512209,-9.29996395111084,-9.74960231781006
13,-4.223090648651123,-6.3856940269470215,-10.342994689941406,-10.271052360534668,-9.867326736450195,-10.052221298217772
6,-4.379539966583252,-4.496065616607666,-5.005110740661621,-8.669136047363281,-9.60447597503662,-9.670003890991211
