,agent0_elephant,agent0_dolphin,agent0_panda,agent0_lion,agent0_kangaroo,agent0_penguin,agent0_giraffe,agent0_chimpanzee,agent0_koala,agent0_orangutan,agent1_elephant,agent1_dolphin,agent1_panda,agent1_lion,agent1_kangaroo,agent1_penguin,agent1_giraffe,agent1_chimpanzee,agent1_koala,agent1_orangutan,agent2_elephant,agent2_dolphin,agent2_panda,agent2_lion,agent2_kangaroo,agent2_penguin,agent2_giraffe,agent2_chimpanzee,agent2_koala,agent2_orangutan,agent3_elephant,agent3_dolphin,agent3_panda,agent3_lion,agent3_kangaroo,agent3_penguin,agent3_giraffe,agent3_chimpanzee,agent3_koala,agent3_orangutan,agent4_elephant,agent4_dolphin,agent4_panda,agent4_lion,agent4_kangaroo,agent4_penguin,agent4_giraffe,agent4_chimpanzee,agent4_koala,agent4_orangutan,agent5_elephant,agent5_dolphin,agent5_panda,agent5_lion,agent5_kangaroo,agent5_penguin,agent5_giraffe,agent5_chimpanzee,agent5_koala,agent5_orangutan
0,-5.3828125,-4.5078125,-8.6640625,-5.75,-7.6640625,-6.89453125,-4.875,-7.8359375,-9.2421875,-10.0078125,-5.5703125,-4.7109375,-8.390625,-5.4375,-7.7578125,-6.7578125,-5.6640625,-7.6875,-8.7734375,-9.0703125,-7.0546875,-4.0546875,-9.734375,-10.8359375,-11.171875,-11.8359375,-9.5703125,-7.046875,-9.9453125,-8.75,-6.27734375,-3.61328125,-9.4140625,-10.234375,-11.328125,-11.6484375,-9.03125,-6.65234375,-10.1875,-8.234375,-5.8984375,-3.162109375,-9.1484375,-10.28125,-11.71875,-11.265625,-9.421875,-6.640625,-10.21875,-7.9375,-5.91015625,-3.248046875,-8.7109375,-9.5859375,-10.7734375,-10.1171875,-8.6953125,-6.34765625,-9.7734375,-7.734375
1,-4.91015625,-3.826171875,-8.0078125,-5.46484375,-7.45703125,-6.8671875,-4.78515625,-7.47265625,-8.6953125,-9.671875,-5.24609375,-3.65234375,-8.453125,-7.80078125,-9.9453125,-9.8984375,-8.34375,-8.7265625,-9.5546875,-9.203125,-6.1953125,-2.984375,-8.9609375,-10.90625,-12.8515625,-11.546875,-9.9609375,-6.9140625,-11.328125,-8.2109375,-6.4296875,-4.9453125,-9.4921875,-10.6640625,-11.7578125,-11.5546875,-8.859375,-7.0,-10.1484375,-8.4140625,-5.23046875,-3.97265625,-8.328125,-9.3359375,-9.875,-9.2109375,-7.93359375,-6.10546875,-8.078125,-7.62109375,-5.80859375,-4.48828125,-10.421875,-10.5703125,-11.78125,-11.390625,-8.875,-6.37109375,-10.5703125,-8.515625
2,-4.9765625,-4.0859375,-8.2890625,-5.4765625,-7.109375,-5.96484375,-4.5625,-6.9140625,-8.8125,-9.7109375,-6.84765625,-3.392578125,-9.265625,-11.7109375,-11.6640625,-10.640625,-9.4921875,-7.62890625,-9.9765625,-8.0234375,-6.6875,-3.552734375,-9.609375,-11.5078125,-12.0859375,-12.640625,-9.765625,-7.3828125,-10.84375,-8.453125,-5.9375,-3.576171875,-8.8671875,-10.3125,-10.890625,-11.09375,-9.0078125,-6.8203125,-9.6015625,-7.8203125,-5.3359375,-2.873046875,-8.5,-10.1171875,-11.7734375,-10.421875,-9.515625,-6.4765625,-9.6875,-7.31640625,-6.640625,-3.6953125,-10.0546875,-10.4921875,-11.8203125,-11.953125,-9.546875,-6.765625,-10.453125,-8.4453125
3,-4.234375,-3.484375,-7.8125,-4.8359375,-6.734375,-5.984375,-3.71875,-6.625,-8.21875,-9.0703125,-4.171875,-2.9140625,-6.6484375,-7.421875,-7.0546875,-6.77734375,-5.671875,-5.921875,-6.8125,-7.54296875,-6.73828125,-3.740234375,-10.09375,-11.84375,-12.4765625,-12.609375,-9.9609375,-7.32421875,-10.9609375,-8.421875,-7.0546875,-3.966796875,-10.6171875,-10.7109375,-11.4453125,-12.359375,-9.0859375,-6.75,-10.4296875,-9.1328125,-6.93359375,-3.896484375,-10.453125,-11.3671875,-12.359375,-12.65625,-9.8203125,-6.96484375,-11.0078125,-8.9453125,-6.70703125,-3.92578125,-10.2578125,-10.671875,-11.625,-12.328125,-9.3671875,-6.87890625,-10.3203125,-8.5390625
4,-5.17578125,-4.33203125,-8.6484375,-5.46484375,-7.37109375,-6.6953125,-4.28515625,-7.07421875,-9.0078125,-9.75,-4.234375,-2.248046875,-7.28125,-8.125,-8.625,-7.66015625,-6.8515625,-5.8203125,-7.5859375,-7.15625,-6.2421875,-2.984375,-9.234375,-11.1015625,-11.7578125,-12.2421875,-9.5703125,-6.90625,-10.1796875,-7.7734375,-5.96484375,-3.361328125,-8.5546875,-11.0234375,-11.921875,-10.5390625,-9.7890625,-6.87109375,-9.8828125,-7.4609375,-4.80078125,-2.779296875,-7.02734375,-9.03125,-10.59375,-8.7578125,-8.765625,-5.81640625,-8.3125,-6.59765625,-5.59765625,-2.91796875,-9.296875,-11.3046875,-12.7265625,-11.3125,-10.3203125,-6.96484375,-11.03125,-7.91015625
5,-5.04296875,-4.84765625,-8.6015625,-5.47265625,-8.1640625,-6.84765625,-4.84765625,-8.015625,-9.3046875,-10.4921875,-6.76953125,-6.13671875,-8.3125,-7.12109375,-9.421875,-9.2734375,-7.33984375,-8.96875,-9.5234375,-9.9375,-6.71484375,-3.431640625,-9.421875,-11.8671875,-12.546875,-12.375,-10.6875,-8.84375,-10.8046875,-8.984375,-6.71484375,-3.431640625,-9.421875,-11.8671875,-12.546875,-12.375,-10.6875,-8.84375,-10.8046875,-8.984375,-6.71484375,-3.431640625,-9.421875,-11.8671875,-12.546875,-12.375,-10.6875,-8.84375,-10.8046875,-8.984375,-8.3125,-5.140625,-11.0234375,-13.3515625,-14.3984375,-15.65625,-12.1015625,-10.3125,-11.9765625,-8.71875
6,-4.703125,-3.884765625,-8.0625,-5.40625,-6.8828125,-6.41015625,-3.837890625,-6.90625,-8.609375,-9.3828125,-7.296875,-3.359375,-9.0,-12.0703125,-12.015625,-12.53125,-10.1953125,-8.96875,-10.4609375,-7.91015625,-6.0859375,-3.3671875,-9.328125,-11.703125,-11.9453125,-11.796875,-10.09375,-7.765625,-10.296875,-8.3203125,-6.66015625,-3.548828125,-10.015625,-11.8671875,-12.703125,-12.4375,-10.28125,-7.83203125,-10.859375,-8.390625,-6.64453125,-2.99609375,-9.546875,-11.6328125,-12.3203125,-12.2421875,-10.265625,-7.98828125,-10.546875,-8.5546875,-7.6796875,-4.0,-11.0234375,-13.15625,-13.5234375,-14.1328125,-11.2578125,-9.5,-11.578125,-9.625
7,-4.859375,-4.25,-8.265625,-5.2578125,-7.1328125,-6.54296875,-4.578125,-6.78125,-8.4609375,-9.40625,-4.52734375,-3.388671875,-6.67578125,-5.94921875,-6.41015625,-7.2421875,-5.25390625,-6.11328125,-7.26953125,-8.1484375,-6.70703125,-3.474609375,-9.5234375,-11.125,-12.0859375,-11.8125,-9.5703125,-7.11328125,-10.0859375,-8.2265625,-6.296875,-3.232421875,-8.71875,-10.4375,-11.078125,-10.6875,-9.140625,-6.625,-9.6015625,-7.91015625,-5.890625,-2.853515625,-8.5859375,-10.640625,-11.1484375,-10.3125,-9.0625,-6.7109375,-9.6953125,-7.9375,-6.49609375,-3.53515625,-10.4140625,-11.3203125,-12.40625,-12.1953125,-9.75,-6.76171875,-11.328125,-8.8359375
8,-5.7734375,-4.109375,-9.0859375,-6.0234375,-7.8984375,-7.46875,-5.109375,-7.984375,-9.265625,-10.1328125,-7.4296875,-4.1953125,-9.15625,-10.578125,-11.046875,-12.3125,-8.8046875,-8.15625,-9.125,-8.5703125,-6.80078125,-3.48046875,-10.1484375,-12.2109375,-12.921875,-12.453125,-10.71875,-8.1171875,-11.1171875,-8.6875,-6.140625,-3.1484375,-9.0,-11.359375,-12.890625,-11.1484375,-10.0703125,-7.3359375,-10.8671875,-8.015625,-6.19140625,-3.720703125,-9.0390625,-11.28125,-11.921875,-10.859375,-9.703125,-7.37890625,-10.328125,-8.140625,-6.49609375,-4.02734375,-10.4921875,-12.1328125,-13.2421875,-12.4765625,-10.6484375,-7.79296875,-11.8359375,-8.5859375
9,-4.625,-3.982421875,-8.0703125,-5.3984375,-6.9375,-6.5625,-4.625,-6.90625,-8.21875,-9.4375,-4.7890625,-4.265625,-7.5078125,-6.0390625,-8.4765625,-7.16015625,-6.2421875,-8.203125,-8.546875,-9.53125,-4.19921875,-3.369140625,-7.42578125,-4.68359375,-7.88671875,-7.484375,-6.71484375,-6.91796875,-7.91015625,-8.9765625,-6.90625,-3.931640625,-9.9296875,-11.4609375,-11.8046875,-12.265625,-9.6484375,-7.4453125,-10.8125,-8.7734375,-5.9453125,-3.380859375,-8.0703125,-9.578125,-10.6171875,-9.703125,-8.8671875,-6.140625,-8.890625,-7.3828125,-6.84765625,-3.50390625,-10.3359375,-11.328125,-12.609375,-12.046875,-10.0390625,-6.94140625,-11.4140625,-8.890625
