,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-3.304056406021118,-5.254602432250977,-6.608580112457275,-8.268237113952637,-8.918821334838867,-8.385760307312012
1,-3.2260937690734863,-6.488273620605469,-6.389509201049805,-8.180156707763672,-8.403546333312988,-6.98351001739502
2,-4.228204727172852,-6.033613204956055,-6.203640460968018,-6.687774181365967,-8.095203399658203,-7.89993143081665
3,-3.352307081222534,-7.708420753479004,-8.240252494812012,-10.244630813598633,-9.787043571472168,-9.673025131225586
5,-4.842485427856445,-5.849136829376221,-7.5359086990356445,-7.426586151123047,-7.714570999145508,-7.344338893890381
7,-3.7159814834594727,-4.028305530548096,-3.361670017242432,-6.265221118927002,-7.061887741088867,-7.871861457824707
6,-3.754029035568237,-5.02365255355835,-7.369735717773437,-7.499093532562256,-8.597997665405273,-9.54094123840332
8,-3.184965848922729,-4.281893730163574,-6.192637920379639,-8.014205932617188,-7.4000959396362305,-6.564074516296387
9,-3.612051248550415,-4.648110389709473,-7.235766887664795,-8.006722450256348,-8.814172744750977,-7.749415874481201
10,-3.457485675811768,-6.199277400970459,-5.004058837890625,-7.911416053771973,-8.44929027557373,-7.001486301422119
11,-3.5594701766967773,-3.8187973499298096,-7.417181491851807,-7.3327484130859375,-7.541103839874268,-6.843993186950684
13,-3.355170249938965,-4.079015731811523,-4.605222225189209,-7.656546115875244,-7.793341159820557,-7.657240390777588
12,-3.535840511322021,-4.649786472320557,-5.897970676422119,-5.911591529846191,-6.7048845291137695,-7.723878383636475
14,-3.43095064163208,-6.083119869232178,-4.1909894943237305,-4.113858699798584,-6.039639472961426,-8.773313522338867
23,-4.003387451171875,-5.367273807525635,-5.256136417388916,-6.991223335266113,-7.194381713867188,-8.634315490722656
16,-2.909019470214844,-4.641033172607422,-5.712223529815674,-5.936801910400391,-7.435903549194336,-7.3581767082214355
17,-3.35914945602417,-6.656744003295898,-6.812064170837402,-7.959602355957031,-9.05607795715332,-7.752018928527832
18,-4.094468593597412,-4.885891914367676,-5.030451774597168,-8.333495140075684,-7.91027307510376,-7.583162784576416
19,-3.9353108406066895,-4.973556518554688,-5.62436056137085,-7.191486835479736,-6.407463073730469,-6.348910331726074
4,-3.262831449508667,-6.866269588470459,-6.952037811279297,-6.679381847381592,-7.797792434692383,-7.868486404418945
22,-3.489170551300049,-5.775959491729736,-5.413164138793945,-7.972535133361816,-8.177502632141113,-7.094158172607422
21,-3.864810466766357,-4.98195219039917,-4.509258270263672,-5.515321254730225,-6.435202598571777,-7.392029762268066
15,-4.148487567901611,-5.806070327758789,-7.138302803039551,-7.650975227355957,-7.665648937225342,-7.262847900390625
20,-3.5892484188079834,-5.818881511688232,-8.273042678833008,-8.85064697265625,-8.747786521911621,-7.8570051193237305
