,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-7.30078125,-11.2265625,-12.046875,-12.9375,-12.453125,-13.1484375
1,-6.51171875,-12.3515625,-11.7421875,-13.140625,-11.3046875,-12.078125
2,-6.37109375,-11.2578125,-10.90625,-9.8515625,-10.078125,-10.2265625
3,-5.53515625,-11.6875,-11.6171875,-12.515625,-10.546875,-11.3828125
4,-6.8984375,-13.171875,-11.1484375,-10.8828125,-8.9140625,-8.390625
5,-6.12109375,-12.984375,-13.3125,-12.375,-13.703125,-12.09375
6,-9.6953125,-12.859375,-13.3203125,-13.0390625,-13.828125,-13.359375
7,-8.2109375,-13.0,-13.875,-12.3671875,-11.640625,-11.8984375
8,-8.3359375,-13.1875,-12.953125,-12.328125,-12.640625,-11.703125
9,-6.4375,-12.3046875,-15.453125,-14.8515625,-14.078125,-11.6875
10,-8.9453125,-13.0,-10.90625,-11.015625,-12.109375,-11.9296875
11,-6.8671875,-10.203125,-10.328125,-10.4453125,-10.125,-10.84375
12,-6.37890625,-10.3203125,-9.7890625,-9.7578125,-9.1796875,-10.609375
13,-6.0390625,-13.2265625,-12.375,-11.671875,-11.15625,-9.671875
14,-6.00390625,-11.7890625,-9.0625,-9.9609375,-9.046875,-10.234375
15,-6.65234375,-11.328125,-11.4609375,-10.578125,-11.1171875,-11.6484375
16,-8.828125,-13.015625,-12.9140625,-13.4609375,-14.3671875,-16.09375
17,-5.23046875,-10.8515625,-9.0078125,-8.859375,-9.828125,-10.7890625
18,-6.40625,-10.828125,-11.0078125,-12.6640625,-13.3125,-10.90625
19,-5.85546875,-10.9375,-10.8828125,-10.4140625,-9.3359375,-8.796875
