,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-6.54296875,-9.6484375,-10.6484375,-12.171875,-11.7578125,-13.1484375
1,-7.203125,-11.765625,-10.96875,-11.375,-10.5,-12.078125
2,-6.359375,-9.578125,-10.3984375,-10.0390625,-10.1015625,-10.2265625
3,-6.03515625,-10.3125,-9.46875,-11.03125,-9.453125,-11.3828125
4,-7.40234375,-10.7890625,-10.5390625,-10.0859375,-8.140625,-8.390625
5,-6.48046875,-10.546875,-11.3828125,-11.1328125,-12.953125,-12.09375
6,-6.796875,-11.234375,-12.5234375,-11.3828125,-13.5234375,-13.359375
7,-6.79296875,-10.7109375,-13.4921875,-11.4453125,-10.25,-11.8984375
8,-7.6875,-10.78125,-10.875,-11.3515625,-12.0,-11.703125
9,-6.7890625,-12.4765625,-13.90625,-14.8984375,-14.015625,-11.6875
10,-7.24609375,-11.0234375,-10.5,-9.0859375,-10.546875,-11.9296875
11,-6.24609375,-10.109375,-9.8125,-8.921875,-8.921875,-10.84375
12,-6.71875,-10.078125,-10.390625,-10.7265625,-9.1796875,-10.609375
13,-6.30859375,-12.515625,-11.65625,-11.578125,-11.234375,-9.671875
14,-6.796875,-11.1796875,-11.390625,-10.6015625,-10.4765625,-10.234375
15,-7.83203125,-10.34375,-10.1875,-10.453125,-10.515625,-11.6484375
16,-6.5859375,-11.0703125,-11.296875,-12.984375,-15.3125,-16.09375
17,-6.25,-10.40625,-8.1171875,-8.1484375,-7.8125,-10.7890625
18,-5.87109375,-9.2265625,-10.15625,-10.9375,-13.265625,-10.90625
19,-6.66796875,-9.0546875,-10.171875,-10.03125,-9.1015625,-8.796875
