,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-7.6640625,-16.1875,-15.2734375,-16.453125,-14.9296875,-14.53125
1,-12.3515625,-16.65625,-13.9765625,-13.875,-13.6171875,-14.8046875
2,-7.3203125,-17.46875,-15.296875,-16.875,-15.8125,-16.1875
3,-8.1015625,-15.0859375,-15.484375,-15.203125,-15.9453125,-17.078125
4,-7.69921875,-17.765625,-17.359375,-17.328125,-17.078125,-16.609375
5,-9.4453125,-18.59375,-19.484375,-18.4375,-15.578125,-15.828125
6,-10.1875,-17.5625,-15.75,-15.25,-17.09375,-16.078125
7,-8.375,-16.328125,-15.2734375,-15.7421875,-17.546875,-15.5859375
8,-7.93359375,-16.375,-16.03125,-14.2265625,-15.0859375,-15.015625
9,-7.51953125,-17.171875,-15.0859375,-15.890625,-14.6953125,-15.1171875
10,-8.0234375,-17.125,-15.4453125,-14.4296875,-15.2109375,-15.90625
11,-8.125,-17.109375,-15.4609375,-15.5,-13.4140625,-12.3203125
12,-8.640625,-17.09375,-16.59375,-16.3125,-16.578125,-16.4375
13,-7.3046875,-15.3984375,-15.734375,-13.28125,-13.640625,-15.453125
14,-7.29296875,-16.640625,-19.0,-18.890625,-18.375,-16.875
15,-7.015625,-16.9375,-15.421875,-15.84375,-14.7578125,-16.328125
16,-8.5859375,-17.140625,-16.75,-12.7109375,-13.8125,-15.6484375
17,-8.953125,-13.546875,-15.15625,-13.140625,-13.4140625,-13.234375
18,-7.7421875,-15.7734375,-17.171875,-15.9765625,-17.515625,-18.8125
19,-9.8671875,-17.59375,-17.265625,-16.484375,-15.21875,-16.5
