,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-6.84375,-14.125,-14.953125,-15.59375,-13.6875,-14.53125
1,-7.3515625,-13.9921875,-13.640625,-12.1875,-12.234375,-14.8046875
2,-5.5234375,-14.8984375,-13.3359375,-15.828125,-13.7578125,-16.1875
3,-7.13671875,-13.171875,-13.546875,-13.7421875,-15.25,-17.078125
4,-7.04296875,-16.515625,-17.28125,-15.0390625,-14.8359375,-16.609375
5,-6.23046875,-13.8203125,-17.203125,-17.1875,-15.40625,-15.828125
6,-6.28125,-16.375,-12.8671875,-14.2109375,-17.046875,-16.078125
7,-6.60546875,-14.8984375,-13.671875,-14.0234375,-16.390625,-15.5859375
8,-6.56640625,-15.0390625,-14.078125,-13.7734375,-15.125,-15.015625
9,-6.7265625,-16.015625,-13.015625,-14.2734375,-13.921875,-15.1171875
10,-6.32421875,-14.8046875,-14.453125,-13.7109375,-13.578125,-15.90625
11,-6.87890625,-15.28125,-13.6953125,-14.0234375,-11.9609375,-12.3203125
12,-6.8984375,-13.4296875,-15.1328125,-12.9453125,-15.140625,-16.4375
13,-6.53125,-12.8125,-14.34375,-13.921875,-13.234375,-15.453125
14,-6.8125,-15.796875,-18.359375,-18.015625,-17.640625,-16.875
15,-6.28125,-14.4140625,-12.0546875,-14.734375,-13.9296875,-16.328125
16,-6.984375,-13.28125,-12.4453125,-12.2734375,-12.453125,-15.6484375
17,-6.62109375,-13.90625,-13.8984375,-13.453125,-12.46875,-13.234375
18,-6.58203125,-13.265625,-15.1953125,-14.2890625,-16.9375,-18.8125
19,-7.68359375,-14.9296875,-13.8046875,-15.5234375,-14.6484375,-16.5
