,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-5.296875,-4.61328125,-6.7734375,-6.16015625,-6.640625,-5.22265625
1,-6.2109375,-4.9609375,-5.97265625,-4.24609375,-5.0,-7.16015625
2,-5.68359375,-4.4609375,-6.0546875,-6.76953125,-6.1796875,-5.13671875
3,-5.23046875,-5.1484375,-5.34765625,-6.24609375,-4.99609375,-5.84375
4,-5.73828125,-5.7734375,-5.984375,-6.0390625,-5.54296875,-5.9296875
5,-6.62890625,-4.546875,-5.1640625,-5.69921875,-7.32421875,-7.0
6,-5.43359375,-6.04296875,-5.140625,-6.06640625,-6.80078125,-8.28125
7,-5.89453125,-4.74609375,-4.8828125,-6.171875,-7.2265625,-4.97265625
8,-5.25390625,-5.21875,-5.22265625,-6.0234375,-5.421875,-5.79296875
9,-4.56640625,-5.07421875,-6.9375,-4.453125,-5.3125,-5.6171875
10,-5.828125,-5.12109375,-5.19921875,-5.8515625,-7.48046875,-6.86328125
11,-6.10546875,-4.375,-5.20703125,-5.30078125,-5.375,-6.4296875
12,-6.41796875,-4.91796875,-4.53515625,-6.0703125,-6.2578125,-5.83984375
13,-4.953125,-6.0234375,-4.3515625,-4.4609375,-4.140625,-4.23046875
14,-4.09375,-5.5859375,-5.234375,-5.3515625,-5.40625,-6.359375
15,-5.38671875,-5.9609375,-5.58984375,-5.90625,-6.30859375,-7.82421875
16,-5.3203125,-6.15625,-5.34375,-5.80859375,-5.39453125,-6.5625
17,-5.4609375,-5.4296875,-4.34375,-6.078125,-5.4375,-5.890625
18,-5.77734375,-4.84765625,-5.1484375,-4.09765625,-3.818359375,-4.13671875
19,-6.2734375,-5.7265625,-4.77734375,-4.5078125,-4.60546875,-4.76171875
