,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin,agent0_585,agent1_585,agent2_585,agent3_585,agent4_585,agent5_585
0,-2.113946914672852,-3.64194393157959,-4.478507518768311,-5.726536273956299,-7.2596116065979,-6.313292026519775,-0.5554441809654236,-0.0934271588921547,-0.205135628581047,-0.1138431131839752,-0.2834065854549408,-1.6951048374176023
2,-2.589681386947632,-3.755584955215454,-1.318553447723389,-3.4210124015808105,-5.78753662109375,-7.148229598999023,-0.5579708814620972,-2.697987794876098,-0.5784440636634827,-0.8303232192993164,-2.184748411178589,-18.2762451171875
8,-2.81226134300232,-8.949376106262207,-9.555257797241213,-9.555257797241213,-9.555257797241213,-8.879982948303223,-2.005359411239624,-4.126466751098633,-12.74485683441162,-12.74485683441162,-12.74485683441162,-13.99034595489502
16,-2.383030414581299,-3.970773220062256,-4.368762016296387,-4.897524356842041,-9.430746078491213,-9.826656341552734,-0.7801510691642761,-0.1436601281166076,-0.0560960173606872,-0.0664565935730934,-2.66410493850708,-12.128995895385742
1,-2.755051374435425,-3.947867393493652,-7.0519843101501465,-9.758509635925291,-9.758509635925291,-8.184630393981934,-0.2831418216228485,-0.1553839892148971,-12.403953552246094,-15.640775680541992,-15.640775680541992,-15.245637893676758
3,-2.726859331130981,-9.205924987792969,-9.52305030822754,-10.62920093536377,-10.62920093536377,-9.840044975280762,-0.0358688384294509,-9.518030166625977,-33.161712646484375,-35.206764221191406,-35.206764221191406,-34.974613189697266
9,-2.5219342708587646,-4.110739707946777,-7.8654465675354,-9.089593887329102,-9.089593887329102,-8.915812492370605,-0.2277132123708725,-0.5096693634986877,-5.918916702270508,-8.603541374206543,-8.603541374206543,-13.522321701049805
17,-2.160592794418335,-3.846137762069702,-4.981635570526123,-7.490187168121338,-8.292384147644043,-6.775681018829346,-0.397846907377243,-0.1136617735028266,-0.1591742187738418,-6.639283657073975,-2.647103309631348,-10.042070388793944
10,-2.9723687171936035,-7.159230709075928,-7.055112361907959,-8.960592269897461,-9.341814994812012,-8.889162063598633,-1.2738466262817385,-5.335633277893066,-2.2386648654937744,-8.696062088012695,-22.554170608520508,-22.359437942504883
11,-2.8516316413879395,-2.575592041015625,-4.810061454772949,-6.943387508392334,-6.211789131164551,-7.978329181671143,-0.7836339473724365,-0.7773568630218506,-0.0857946425676345,-3.478496789932251,-0.0514676198363304,-7.026304244995117
18,-2.5850422382354736,-4.580385684967041,-7.509389877319336,-8.069350242614746,-7.972475528717041,-8.409549713134766,-1.538685321807861,-0.6945188641548157,-0.1025024652481079,-0.4002408683300018,-0.4941153824329376,-14.17593002319336
19,-3.205040454864502,-4.160719871520996,-2.998034715652466,-5.600399971008301,-6.763221263885498,-6.868542194366455,-1.1652350425720217,-1.4333555698394775,-3.2924234867095947,-4.57152795791626,-8.564295768737793,-13.383707046508787
5,-2.792409658432007,-5.418950080871582,-4.226503849029541,-9.193638801574709,-8.980836868286133,-8.018549919128418,-0.6590567231178284,-0.0577814504504203,-0.7955929636955261,-7.102186679840088,-9.483939170837402,-6.983432769775391
4,-2.19130802154541,-5.071173667907715,-2.7731053829193115,-4.593245983123779,-7.630776405334473,-7.961012363433838,-0.1920092552900314,-0.0428712926805019,-2.975704431533813,-14.742409706115724,-13.075969696044922,-17.3051815032959
12,-2.5034425258636475,-3.800967216491699,-5.754708290100098,-6.921387672424316,-8.243033409118652,-8.315435409545898,-1.428550362586975,-0.1066505461931228,-0.0141767486929893,-8.29428482055664,-31.011533737182617,-29.14459609985352
7,-3.397913217544556,-3.695281982421875,-6.4957451820373535,-7.855090141296387,-9.049761772155762,-8.633198738098145,-0.8538646697998047,-0.2060415148735046,-0.0409403480589389,-3.716318845748901,-5.908200740814209,-9.028564453125
13,-2.799347162246704,-4.7359619140625,-7.639949798583984,-9.36876106262207,-10.166354179382324,-9.36694622039795,-0.2606538534164428,-0.5215409994125366,-12.367437362670898,-10.7830228805542,-13.17400360107422,-13.882582664489746
6,-2.085882663726806,-6.576690196990967,-6.67529821395874,-7.863684177398682,-7.926864624023437,-8.729066848754883,-1.7595014572143557,-0.9432697892189026,-0.7271661758422852,-11.611014366149902,-7.450026988983154,-13.902433395385742
15,-2.0541117191314697,-4.010969638824463,-5.622164249420166,-6.552901268005371,-7.321952342987059,-6.574567794799805,,,,,,
14,-2.670618295669556,-3.0888783931732178,-4.67735767364502,-3.032834768295288,-3.411104679107666,-3.479776382446289,,,,,,
