,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-1.8990323543548584,-5.452124118804932,-5.49428653717041,-6.412230491638184,-7.653250217437744,-6.313292026519775
1,-2.238468170166016,-4.728751182556152,-8.185844421386719,-9.454253196716309,-9.407394409179688,-8.184630393981934
2,-1.8817542791366573,-2.8429744243621826,-0.9559969305992126,-4.483255386352539,-7.476552486419678,-7.148229598999023
3,-1.975264549255371,-10.21412467956543,-10.993569374084473,-11.254280090332031,-11.220959663391112,-9.840044975280762
5,-3.2770299911499023,-5.7026872634887695,-4.850594997406006,-9.97387409210205,-8.694191932678223,-8.018549919128418
7,-2.957218647003174,-4.210762977600098,-6.4559760093688965,-8.46581745147705,-9.477099418640137,-8.633198738098145
6,-2.065264940261841,-6.467295169830322,-6.762840270996094,-8.965298652648926,-9.194537162780762,-8.729066848754883
8,-2.4333362579345703,-10.288715362548828,-10.439789772033691,-10.526534080505373,-10.39698886871338,-8.879982948303223
9,-2.614215135574341,-5.195897102355957,-9.43558406829834,-10.403371810913086,-10.008875846862791,-8.915812492370605
10,-2.8050661087036133,-7.34119701385498,-7.13393497467041,-9.7859468460083,-10.184480667114258,-8.889162063598633
11,-3.7295656204223633,-5.435647964477539,-6.343685626983643,-8.718255996704102,-7.798346519470215,-7.978329181671143
13,-3.2167177200317383,-4.892936706542969,-9.035826683044434,-10.238579750061035,-10.279668807983398,-9.36694622039795
12,-2.894423246383667,-3.924542427062988,-5.51637601852417,-6.082664489746094,-9.069231986999512,-8.315435409545898
14,-2.010392665863037,-3.2035059928894043,-4.248667240142822,-2.9487128257751465,-3.9293198585510254,-3.479776382446289
23,-4.543116092681885,-5.934913158416748,-6.066213607788086,-8.932856559753418,-10.13844108581543,-9.266876220703123
16,-3.035804510116577,-3.862501382827759,-3.273399353027344,-5.60240650177002,-9.475117683410645,-9.826656341552734
17,-5.853639602661133,-4.840820789337158,-5.417299270629883,-7.301809787750244,-7.964193820953369,-6.775681018829346
18,-2.510455846786499,-5.242866516113281,-7.899957656860352,-9.13455295562744,-8.580305099487305,-8.409549713134766
19,-1.6322698593139648,-3.9129538536071777,-1.5506870746612549,-5.939608097076416,-6.927324771881104,-6.868542194366455
4,-2.094498872756958,-4.113736152648926,-4.662227630615234,-5.715706825256348,-8.792610168457031,-7.961012363433838
22,-2.0608513355255127,-4.51220178604126,-5.813709735870361,-9.276256561279297,-9.833457946777344,-9.2329740524292
21,-2.6697781085968018,-8.045332908630371,-8.275200843811035,-9.579852104187012,-9.504682540893556,-7.793169021606445
15,-2.63728404045105,-4.820669651031494,-6.863589286804199,-7.206079959869385,-7.153965950012207,-6.574567794799805
20,-2.451172113418579,-4.635931491851807,-4.64579963684082,-4.304423809051514,-9.625744819641112,-9.290849685668945
