,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
1,-5.0884690284729,-9.449206352233888,-11.121312141418455,-12.137086868286133,-12.445558547973633,-11.739441871643066
3,-5.648993968963623,-7.823237895965576,-11.041991233825684,-11.914204597473145,-11.707300186157228,-12.39528465270996
8,-5.468310356140137,-12.448009490966797,-12.228857040405272,-12.037755966186523,-12.166443824768066,-12.784339904785156
2,-6.010381698608398,-12.55714988708496,-12.848560333251951,-12.79005527496338,-12.608895301818848,-12.657015800476074
14,-5.493865966796875,-12.091226577758787,-12.440085411071776,-11.663008689880373,-11.348803520202637,-10.261736869812012
12,-5.053412437438965,-5.635007858276367,-12.084918975830078,-11.50447940826416,-12.040132522583008,-11.57847023010254
21,-6.6700592041015625,-10.922310829162598,-12.91209316253662,-13.005776405334473,-12.998167037963867,-12.740850448608398
23,-6.181178092956543,-8.163323402404785,-11.543295860290527,-12.87342643737793,-13.157316207885742,-13.328330993652344
9,-6.1656036376953125,-7.356313228607178,-11.435830116271973,-13.061426162719728,-12.241597175598145,-12.67808723449707
11,-5.770471572875977,-7.014468193054199,-12.882681846618652,-12.816731452941896,-12.078301429748535,-13.438138961791992
10,-6.5005083084106445,-5.238985538482666,-12.754528045654297,-11.944552421569824,-12.577508926391602,-13.00741195678711
0,-5.980640411376953,-10.22148895263672,-10.32645320892334,-11.02142333984375,-10.839197158813477,-10.462031364440918
17,-5.189238548278809,-7.92110013961792,-12.419376373291016,-11.84801959991455,-12.40958309173584,-13.451773643493652
18,-5.8240509033203125,-5.597534656524658,-8.683951377868652,-12.690983772277832,-12.172951698303224,-12.419602394104004
19,-4.352957248687744,-11.126803398132324,-12.19032382965088,-11.74443531036377,-12.470459938049316,-11.106727600097656
16,-5.8986124992370605,-8.8140287399292,-13.693405151367188,-12.270734786987305,-13.69609832763672,-12.920300483703612
4,-7.578788757324219,-8.278336524963379,-10.985953330993652,-12.346899032592772,-11.706685066223145,-10.709896087646484
20,-7.456794738769531,-9.702507972717283,-6.958032131195068,-13.064599990844728,-12.32929229736328,-13.143814086914062
5,-8.186361312866211,-9.007431983947754,-7.959278583526611,-8.56689167022705,-11.143468856811523,-10.296432495117188
13,-6.96808385848999,-8.831269264221191,-13.683427810668944,-13.843562126159668,-13.782147407531738,-13.578057289123535
6,-5.865346908569336,-13.915595054626465,-12.842342376708984,-12.533066749572754,-12.697013854980469,-12.766874313354492
7,-4.92578125,-10.0078125,-12.5703125,-12.8203125,-12.9921875,-12.6484375
15,-5.39453125,-11.9453125,-12.9453125,-12.09375,-12.34375,-10.546875
