,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-5.67959451675415,-9.887392044067385,-10.164621353149414,-11.021636962890623,-11.48322296142578,-10.462031364440918
1,-5.450100898742676,-8.177709579467773,-10.834927558898926,-11.549226760864258,-12.244345664978027,-11.739441871643066
2,-5.292224884033203,-12.07658863067627,-12.43635368347168,-12.334647178649902,-12.255500793457031,-12.657015800476074
4,-6.500569820404053,-8.489245414733887,-6.655262470245361,-12.662724494934082,-11.387246131896973,-10.709896087646484
3,-5.144890785217285,-8.693528175354004,-10.82472324371338,-11.453118324279783,-11.329562187194824,-12.39528465270996
5,-6.792445182800293,-7.120535850524902,-6.823660850524902,-8.252392768859863,-10.93716049194336,-10.296432495117188
7,-5.063982009887695,-7.022667407989502,-12.539257049560549,-11.098539352416992,-12.500734329223633,-12.655526161193848
6,-5.522380828857422,-13.066534042358398,-11.894906997680664,-12.491544723510742,-12.491544723510742,-12.766874313354492
8,-5.2848052978515625,-11.050256729125977,-11.499547958374023,-12.315470695495604,-11.334259033203123,-12.784339904785156
15,-5.075067520141602,-11.20750904083252,-11.935410499572754,-11.865924835205078,-12.040953636169434,-10.539228439331056
9,-5.852513790130615,-7.663848876953125,-11.390957832336426,-13.132617950439451,-11.624314308166504,-12.67808723449707
14,-5.483137607574463,-10.778701782226562,-11.975765228271484,-11.565340042114258,-9.889501571655272,-10.261736869812012
10,-6.193666458129883,-6.170873165130615,-12.306331634521484,-11.285039901733398,-11.560016632080078,-13.00741195678711
12,-5.696759223937988,-5.701694965362549,-12.345913887023926,-11.38575553894043,-11.903640747070312,-11.57847023010254
11,-5.254281520843506,-6.857324600219727,-11.962230682373049,-12.922926902770996,-11.556207656860352,-13.438138961791992
13,-6.193599700927734,-7.940103530883789,-12.883415222167969,-12.883415222167969,-12.883415222167969,-13.578057289123535
16,-6.37304162979126,-8.152950286865234,-13.444653511047363,-11.246013641357422,-14.182835578918455,-12.920300483703612
17,-5.458192825317383,-6.624176025390625,-13.258832931518556,-12.231133460998535,-12.495744705200195,-13.451773643493652
18,-5.972363471984863,-5.586519718170166,-9.114980697631836,-12.45428466796875,-11.511404037475586,-12.419602394104004
19,-4.46862268447876,-9.661909103393556,-11.307887077331545,-10.485920906066896,-11.955548286437988,-11.106727600097656
