,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
1,-2.56128454208374,-11.896931648254396,-10.734698295593262,-11.16999626159668,-10.902853965759276,-10.47729778289795
3,-3.065809965133667,-4.469992160797119,-7.424004554748535,-10.278207778930664,-9.656279563903809,-10.424991607666016
8,-3.392655372619629,-11.849400520324709,-11.5464506149292,-11.240172386169434,-10.869650840759276,-10.198760986328123
2,-2.670281171798706,-5.430614471435547,-12.87338161468506,-11.453794479370115,-10.856023788452148,-11.596896171569824
14,-2.657506465911865,-6.420598030090332,-3.5509190559387207,-8.466129302978516,-8.826064109802246,-9.00698471069336
12,-2.7406539916992188,-5.486043930053711,-8.667855262756348,-11.299358367919922,-11.937918663024902,-11.913233757019045
21,-5.105137825012207,-11.363386154174805,-11.794214248657228,-11.02622413635254,-10.87727165222168,-11.202363014221191
23,-3.5135810375213623,-11.996489524841309,-10.94882583618164,-9.968576431274414,-9.739519119262695,-11.002323150634766
9,-3.2440614700317383,-12.817655563354492,-12.643885612487791,-12.995351791381836,-12.74211883544922,-13.511487007141112
11,-3.621957302093506,-8.362114906311035,-11.348104476928713,-10.787302017211914,-10.653238296508787,-10.215617179870604
10,-3.531667709350586,-7.238991260528564,-10.630657196044922,-10.576300621032717,-10.65159511566162,-10.955461502075195
20,-2.7071728706359863,-12.09181785583496,-11.089383125305176,-10.80289363861084,-10.509520530700684,-12.12769603729248
0,-2.6594154834747314,-4.327134132385254,-12.252718925476074,-12.148439407348633,-12.099166870117188,-12.188976287841797
15,-4.298882007598877,-6.457404136657715,-4.8952460289001465,-12.02844524383545,-12.68339729309082,-13.594688415527344
6,-3.0796990394592285,-11.836031913757324,-11.040319442749023,-10.242806434631348,-10.610458374023438,-10.316431045532228
5,-4.337750434875488,-12.356492042541504,-11.273550033569336,-11.689416885375977,-11.49687671661377,-11.603721618652344
7,-1.7374505996704102,-11.214649200439451,-10.488186836242676,-10.248579978942873,-10.39279556274414,-11.46588897705078
4,-2.6931583881378174,-11.702315330505373,-11.51748752593994,-10.680841445922852,-11.302008628845217,-10.518882751464844
17,-3.461931705474853,-6.53557825088501,-4.152403831481934,-4.626094818115234,-6.582294940948486,-10.419657707214355
18,-2.87923002243042,-9.106270790100098,-11.162983894348145,-11.394142150878906,-11.741901397705078,-11.768868446350098
19,-3.605587959289551,-12.158577919006348,-12.167600631713867,-12.428570747375488,-12.39006233215332,-12.351041793823242
16,-3.220583915710449,-11.686984062194824,-11.792875289916992,-11.65424919128418,-11.461908340454102,-11.186878204345703
13,-5.045566558837891,-5.50572395324707,-4.350162506103516,-10.07395076751709,-11.877138137817385,-11.979470252990723
