,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-3.125553131103516,-3.36022424697876,-12.25006866455078,-12.251016616821287,-11.730305671691896,-12.188976287841797
1,-2.101212978363037,-11.887588500976562,-11.021369934082031,-10.67011547088623,-10.673798561096191,-10.47729778289795
2,-2.468177080154419,-6.02819299697876,-12.667540550231934,-10.608939170837402,-10.799967765808104,-11.596896171569824
4,-2.1980459690093994,-11.123140335083008,-11.442693710327148,-9.881114959716797,-10.847907066345217,-10.518882751464844
3,-2.7930870056152344,-3.193019151687622,-7.916488170623779,-10.02370834350586,-8.801541328430176,-10.424991607666016
5,-3.541759967803955,-11.659506797790527,-10.059733390808104,-10.545125007629396,-10.523308753967283,-11.603721618652344
7,-1.950066447257996,-11.712154388427734,-10.328439712524414,-10.04060173034668,-10.04060173034668,-11.46588897705078
6,-2.812455415725708,-10.920051574707031,-10.215107917785645,-10.105079650878906,-10.764927864074709,-10.316431045532228
15,-3.471881628036499,-6.222469329833984,-4.685705661773682,-12.06405258178711,-12.597410202026367,-13.594688415527344
8,-3.293063163757324,-11.86129665374756,-11.47296905517578,-10.279532432556152,-10.19813632965088,-10.198760986328123
9,-2.807791233062744,-11.41758155822754,-12.117088317871094,-12.199103355407717,-12.522778511047363,-13.511487007141112
14,-2.35535740852356,-5.969944477081299,-4.069782733917236,-8.19604778289795,-8.529474258422852,-9.00698471069336
10,-2.872218132019043,-5.461583614349365,-10.053359031677246,-11.069072723388672,-10.513155937194824,-10.955461502075195
12,-2.537647724151612,-6.349916934967041,-7.997575759887695,-11.593460083007812,-11.297555923461914,-11.913233757019045
11,-2.653843641281128,-6.803133964538574,-9.88771152496338,-11.216262817382812,-10.25188159942627,-10.215617179870604
13,-2.832378387451172,-2.914103507995605,-4.290237903594971,-9.956106185913086,-11.879990577697754,-11.979470252990724
16,-2.8108057975769043,-11.177309036254885,-11.141768455505373,-11.738725662231444,-11.515188217163086,-11.186878204345703
17,-3.177674055099488,-5.518220901489258,-3.434901714324951,-4.608522891998291,-5.981808185577393,-10.419657707214355
18,-3.029621362686157,-4.070426940917969,-10.91720485687256,-10.573737144470217,-10.619134902954102,-11.768868446350098
19,-3.2466864585876465,-10.2940673828125,-11.437540054321287,-11.339003562927246,-11.339003562927246,-12.351041793823242
