,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-3.1875,-11.140625,-11.84375,-8.0234375,-9.0234375,-11.109375
1,-3.814453125,-9.796875,-10.390625,-9.3984375,-9.4140625,-11.1328125
2,-3.529296875,-9.875,-10.203125,-10.484375,-8.3828125,-10.8671875
3,-3.79296875,-10.2890625,-10.4609375,-9.5390625,-10.0625,-9.6953125
4,-4.5390625,-11.234375,-9.3359375,-9.953125,-10.2109375,-10.6328125
5,-3.25390625,-9.9296875,-10.8984375,-9.4296875,-10.7890625,-10.46875
6,-4.29296875,-9.828125,-11.0625,-9.3125,-10.203125,-9.796875
7,-4.359375,-10.765625,-10.3046875,-9.4375,-9.8046875,-9.859375
8,-3.4140625,-9.9140625,-9.546875,-8.9765625,-9.0703125,-11.1015625
9,-3.794921875,-9.75,-9.6328125,-10.046875,-9.6953125,-9.7109375
10,-4.125,-11.4296875,-10.609375,-11.2734375,-9.90625,-10.8671875
11,-3.099609375,-9.5234375,-9.125,-8.796875,-7.125,-8.9609375
12,-4.34375,-9.671875,-9.4453125,-9.46875,-10.703125,-8.8203125
13,-3.365234375,-9.71875,-10.625,-10.1796875,-7.72265625,-9.515625
14,-5.01953125,-8.7734375,-8.9921875,-8.984375,-8.984375,-10.7578125
15,-4.36328125,-10.0234375,-8.6171875,-10.65625,-10.1328125,-10.9296875
16,-4.05859375,-11.2109375,-9.421875,-10.171875,-11.1484375,-10.3984375
17,-4.73828125,-9.21875,-10.0234375,-10.5,-9.34375,-10.515625
18,-3.53125,-7.8828125,-7.94140625,-7.9296875,-7.49609375,-9.6640625
19,-4.9375,-9.28125,-9.671875,-9.96875,-9.8515625,-10.046875
