,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-2.220703125,-9.1484375,-8.8828125,-9.4765625,-10.2265625,-7.50390625
1,-2.181640625,-7.16796875,-7.6171875,-8.328125,-8.8359375,-9.0078125
2,-1.2607421875,-7.609375,-5.671875,-6.453125,-5.84375,-7.68359375
3,-8.171875,-8.6953125,-8.7421875,-8.859375,-11.9921875,-10.2890625
4,-2.599609375,-6.4375,-6.81640625,-8.1640625,-5.63671875,-6.9609375
5,-2.408203125,-8.1328125,-8.421875,-8.359375,-7.6875,-7.046875
6,-1.619140625,-7.73828125,-7.2109375,-5.9765625,-7.23828125,-9.03125
7,-1.6083984375,-9.390625,-9.3515625,-9.3046875,-10.171875,-9.734375
8,-2.994140625,-7.25,-7.234375,-5.953125,-6.50390625,-6.6875
9,-2.5703125,-7.3515625,-7.82421875,-8.3203125,-8.78125,-9.0390625
10,-3.47265625,-7.81640625,-8.78125,-9.046875,-7.81640625,-8.5
11,-1.93359375,-8.4453125,-7.08984375,-7.046875,-7.625,-6.6171875
12,-2.220703125,-8.96875,-7.41015625,-8.1484375,-7.7421875,-9.1796875
13,-9.21875,-5.49609375,-5.20703125,-5.14453125,-5.3203125,-6.07421875
14,-1.9775390625,-7.26171875,-7.30078125,-7.81640625,-7.19921875,-6.77734375
15,-1.802734375,-7.86328125,-9.0234375,-8.3359375,-9.25,-9.265625
16,-2.263671875,-9.5390625,-7.82421875,-7.6953125,-8.1484375,-8.5234375
17,-3.322265625,-8.1875,-5.578125,-6.60546875,-8.71875,-7.421875
18,-2.669921875,-8.84375,-8.53125,-8.25,-8.8359375,-8.90625
19,-3.0078125,-8.1328125,-7.390625,-6.91015625,-7.41015625,-7.67578125
