,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
1,-7.384167194366455,-11.641563415527344,-10.786982536315918,-11.552595138549805,-10.650552749633787,-12.28659725189209
3,-8.703213691711426,-13.964714050292969,-13.057171821594238,-13.370166778564451,-13.47508144378662,-13.638647079467772
8,-8.536103248596191,-9.282350540161133,-8.768994331359863,-10.205864906311035,-15.162686347961426,-12.912836074829102
2,-6.929474830627441,-13.061763763427734,-11.312947273254396,-10.698285102844238,-10.468360900878906,-11.592955589294434
14,-8.668313026428223,-13.622833251953123,-12.888486862182615,-11.968092918395996,-11.065303802490234,-12.652872085571287
12,-9.00008487701416,-9.575203895568848,-12.38412380218506,-12.71041774749756,-11.580347061157228,-12.486186981201172
21,-8.844504356384277,-9.916199684143066,-15.017827033996582,-13.30269718170166,-14.325090408325195,-13.459338188171388
23,-8.013615608215332,-9.99970531463623,-14.197532653808594,-11.089195251464844,-11.36264991760254,-12.454187393188477
9,-7.813681125640869,-13.92444133758545,-12.805096626281738,-13.07724952697754,-12.083998680114746,-12.986862182617188
11,-9.252449035644531,-11.67396068572998,-11.829691886901855,-13.965194702148438,-13.34873390197754,-12.835744857788086
10,-7.239006996154785,-12.70150661468506,-11.97294807434082,-12.868769645690918,-11.461541175842283,-11.38235092163086
0,-7.740670204162598,-12.174501419067385,-13.11216163635254,-12.894421577453612,-12.632701873779297,-12.294209480285645
17,-9.299176216125488,-8.954928398132324,-8.11348819732666,-14.25864601135254,-15.438220977783203,-13.263503074645996
18,-7.967570304870605,-11.169299125671388,-12.301332473754885,-11.892086029052734,-10.564186096191406,-11.466672897338867
19,-7.302053928375244,-12.30472183227539,-12.56684684753418,-11.082469940185549,-10.72507667541504,-12.440693855285645
16,-8.984719276428223,-11.111571311950684,-11.60907745361328,-9.891725540161133,-10.256921768188477,-11.846612930297852
4,-7.794208526611328,-12.053375244140623,-11.251927375793455,-10.85289192199707,-11.436244010925291,-11.408199310302734
20,-7.273387432098389,-6.18752908706665,-9.87338924407959,-11.584884643554688,-11.290063858032228,-12.238285064697266
5,-8.487013816833496,-12.551952362060549,-12.551732063293455,-12.17483901977539,-12.196433067321776,-12.058605194091797
13,-7.086506843566895,-11.24535083770752,-10.456435203552246,-10.323919296264648,-10.28695583343506,-10.924221992492676
6,-7.599593639373779,-7.623539924621582,-6.72779655456543,-11.833535194396973,-10.967605590820312,-11.412124633789062
