,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee,agent0_419,agent1_419,agent2_419,agent3_419,agent4_419,agent5_419
0,-4.518460750579834,-7.35321044921875,-5.716714382171631,-6.225230693817139,-6.611820697784424,-6.880712985992432,-0.3578528761863708,-0.4425431787967682,-4.825832843780518,-24.267688751220703,-25.72359275817871,-24.517061233520508
8,-5.445520877838135,-6.365752220153809,-5.977469444274902,-6.137845516204834,-6.305079936981201,-6.706489562988281,-0.2590049505233764,-1.2843103408813477,-3.968268394470215,-15.979015350341797,-32.5,-29.292627334594727
16,-4.974682331085205,-6.279369354248047,-6.163017749786377,-5.624059677124023,-6.84945011138916,-7.133533000946045,-0.3370941281318664,-0.0981361344456672,-0.1091202944517135,-1.441556692123413,-30.29056930541992,-40.5998649597168
2,-4.9960126876831055,-6.221536159515381,-5.817907810211182,-5.687683582305908,-5.687683582305908,-5.966342449188232,-0.0954678729176521,-1.112776756286621,-14.18813419342041,-13.578481674194336,-13.578481674194336,-17.136499404907227
1,-4.923900127410889,-6.7275261878967285,-5.291149616241455,-6.450618743896484,-6.17503833770752,-6.31558895111084,-0.4074931740760803,-0.8353753685951233,-5.011124610900879,-24.71986389160156,-20.251007080078125,-24.771533966064453
3,-4.67758846282959,-6.606362342834473,-5.6759934425354,-6.165483951568604,-6.499341011047363,-6.465694904327393,-0.0300900992006063,-0.2003278583288192,-0.449505090713501,-0.164499819278717,-12.004526138305664,-13.049288749694824
9,-5.020164489746094,-6.685335159301758,-5.631521701812744,-5.669310092926025,-7.239648342132568,-7.148890972137451,-0.9131426811218262,-0.5048490762710571,-18.17841911315918,-33.12411117553711,-29.45381164550781,-32.337615966796875
17,-4.863306999206543,-6.7681169509887695,-6.96490478515625,-7.132081031799316,-7.028909206390381,-7.6035075187683105,-0.1522096991539001,-0.1429136097431183,-28.93609619140625,-35.124732971191406,-36.00748443603516,-33.17034149169922
10,-4.997665882110596,-6.557375907897949,-6.933237075805664,-6.132597923278809,-5.745943546295166,-6.167171955108643,-0.172956109046936,-0.1583974808454513,-0.5273244976997375,-0.6143061518669128,-0.4205641746520996,-8.360330581665039
11,-4.066868782043457,-5.92378044128418,-6.506837844848633,-6.319639682769775,-6.594528675079346,-5.877408981323242,-0.3565334379673004,-3.849435806274414,-0.2043940424919128,-15.34864330291748,-7.095461368560791,-6.893434524536133
18,-5.079390048980713,-5.463227272033691,-6.523169994354248,-7.289844036102295,-6.715297698974609,-6.4691901206970215,-0.5396606922149658,-12.092689514160156,-9.59193515777588,-23.142559051513672,-26.59143447875977,-35.03797912597656
19,-4.887535095214844,-6.755220890045166,-6.137408256530762,-5.693331718444824,-5.409627437591553,-6.077723503112793,-0.4304775297641754,-0.0564929172396659,-2.082892179489136,-1.368298888206482,-3.772725820541382,-10.849839210510254
5,-5.085973262786865,-6.012930393218994,-5.980160236358643,-5.744645595550537,-5.859895706176758,-5.917448043823242,-0.2548381686210632,-0.6147724390029907,-2.011528730392456,-16.810935974121094,-14.771820068359377,-17.411346435546875
4,-4.560693264007568,-6.239478588104248,-5.480106830596924,-5.412405490875244,-6.742372989654541,-6.826860904693604,-0.5380918979644775,-0.0878289341926574,-0.1325826793909073,-8.167659759521484,-32.47584915161133,-30.93875503540039
12,-5.6226725578308105,-7.215752124786377,-6.948853492736816,-6.412304878234863,-6.622192859649658,-5.45209264755249,,,,,,
13,-4.858999729156494,-6.3210768699646,-6.163905143737793,-6.2262067794799805,-5.802908420562744,-6.939188003540039,-0.5342111587524414,-0.9097886085510254,-6.748014450073242,-9.535343170166016,-9.214669227600098,-11.461771965026855
7,-4.847476959228516,-5.836329936981201,-6.128989219665527,-5.8440775871276855,-6.160427570343018,-6.636331081390381,-1.3122460842132568,-0.5960028171539307,-0.2274863719940185,-15.334742546081545,-15.180508613586426,-21.627077102661133
6,-5.361293792724609,-5.1105637550354,-4.981166362762451,-5.792990684509277,-6.116249084472656,-6.480484485626221,-1.0232694149017334,-0.4742317795753479,-11.990601539611816,-21.88241577148437,-25.97928237915039,-24.39517974853516
15,-4.980993747711182,-5.325339794158936,-5.646451950073242,-5.532981872558594,-5.733154773712158,-6.568462371826172,,,,,,
14,-5.19992733001709,-6.42401933670044,-6.696772575378418,-6.342503547668457,-5.872371673583984,-6.136388778686523,,,,,,
